2716,score,p-value
1212: Ratio of female to male labor force participation rate (%)  (national estimate) - WDI,82.300159316891808,3.81834544408811e-19
0756: Services; etc.; value added  (constant 2005 US$) - WDI,81.961408522038525,4.489662162605717e-19
1403: High-technology exports  (current US$) - WDI,80.159271882604159,1.0634962886159104e-18
1374: Computer; communications and other services  (% of commercial service imports) - WDI,80.151629861901213,1.0673953937416223e-18
1395: Merchandise exports to low- and middle-income economies in South Asia  (% of total merchandise exports) - WDI,79.870968992203842,1.2209630369590021e-18
1094: Newborns protected against tetanus  (%) - WDI,79.816740459419677,1.253093693811777e-18
1929: Out-of-pocket expenditure as a percentage of private expenditure on health - WHO,79.22276859507339,1.6656312538250082e-18
0754: Services; etc.; value added  (current US$) - WDI,79.064990600117653,1.7964695902153964e-18
1367: Merchandise imports from low- and middle-income economies in Middle East & North Africa  (% of total merchandise imports) - WDI,78.95961208883628,1.8895415974750677e-18
0822: GNI; Atlas method  (current US$) - WDI,78.688056526702027,2.1522602835431494e-18
1231: Labor force; female  (% of total labor force) - WDI,78.133654164128089,2.8077703466319099e-18
0113: Net bilateral aid flows from DAC donors; Sweden  (current US$) - WDI,77.516190863489925,3.7759346140739794e-18
0884: Pupil-teacher ratio; preprimary - WDI,76.849716288972559,5.1996469333990936e-18
1170: Employment in industry  (% of total employment) - WDI,76.179547794381804,7.1741591001889772e-18
0800: GDP  (current US$) - WDI,75.853627978639068,8.3904665709734108e-18
0823: GNI  (current US$) - WDI,75.637129814292592,9.3105775677024139e-18
1368: Merchandise imports from low- and middle-income economies in South Asia  (% of total merchandise imports) - WDI,75.574886508137737,9.5933530353226691e-18
1358: Manufactures imports  (% of merchandise imports) - WDI,75.384312343925245,1.0513772318606805e-17
1023: Number of under-five deaths - WDI,75.037505283645729,1.24217097142812e-17
0933: Children out of school; primary; female - WDI,74.597363997306729,1.5350597980218336e-17
1384: Insurance and financial services  (% of commercial service exports) - WDI,73.771116693273896,2.284638275404119e-17
0098: Net bilateral aid flows from DAC donors; United Kingdom  (current US$) - WDI,73.413585678687483,2.7138235486212807e-17
0778: Adjusted net national income  (current US$) - WDI,73.310028327117436,2.8526005345366641e-17
0932: Children out of school; primary - WDI,71.315159026229637,7.4618609483078021e-17
0790: Inflation; GDP deflator  (annual %) - WDI,71.305960561349494,7.4950478468757408e-17
0765: Adjusted savings: net forest depletion  (% of GNI) - WDI,71.195693824966654,7.9045768890827629e-17
1369: Merchandise imports from low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise imports) - WDI,69.666561264134728,1.6538823558001285e-16
1021: Number of infant deaths - WDI,68.950515810572483,2.3377060535056578e-16
2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,68.880794212968311,2.4178437919136206e-16
1359: Ores and metals imports  (% of merchandise imports) - WDI,68.853191760107848,2.4503252446459374e-16
0058: Technical cooperation grants  (BoP; current US$) - WDI,67.187084194800022,5.4866135039661617e-16
1328: Import volume index  (2000 = 100) - WDI,66.276830392310544,8.5267418775466426e-16
0716: Gross capital formation  (constant 2005 US$) - WDI,64.979689726475641,1.5992432104913274e-15
1373: Import value index  (2000 = 100) - WDI,64.776169595182537,1.7652139952457608e-15
0134: Principal arrears; long-term DOD  (US$) - WDI,64.516190641528965,2.0025705254600692e-15
0031: Communications; computer; etc.  (% of service imports; BoP) - WDI,64.400815078597844,2.1179089346645964e-15
2793: Balance of Payments-Exports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,63.710885276850846,2.9606507651640223e-15
0177: Concessional debt  (% of total external debt) - WDI,63.565825535995216,3.1767739795664352e-15
0745: Industry; value added  (constant 2005 US$) - WDI,61.740285701936344,7.7164032067653641e-15
1097: Out-of-pocket health expenditure  (% of private expenditure on health) - WDI,61.388853017223859,9.1556152444229927e-15
0248: Interest arrears; official creditors  (current US$) - WDI,61.16128415692139,1.0228109128500188e-14
0026: Food production index  (2004-2006 = 100) - WDI,60.703029713618108,1.2784998358786583e-14
0149: Currency composition of PPG debt; Japanese yen  (%) - WDI,60.510387492252825,1.4042690476668594e-14
1399: Merchandise exports to low- and middle-income economies within region  (% of total merchandise exports) - WDI,60.291584603752433,1.5622215302609655e-14
0027: Livestock production index  (2004-2006 = 100) - WDI,58.884715738908838,3.1018578105973435e-14
0785: Adjusted net savings; including particulate emission damage  (% of GNI) - WDI,58.787503303720676,3.2525162244967635e-14
1396: Merchandise exports to low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise exports) - WDI,58.777272823141736,3.2687916415802475e-14
0935: Children out of school; primary; male - WDI,57.766257758093765,5.3544920112520743e-14
1387: Merchandise exports to economies in the Arab World  (% of total merchandise exports) - WDI,57.639209272497894,5.6972681431315657e-14
0757: Services; etc.; value added  (annual % growth) - WDI,56.330076970564328,1.0802891576928691e-13
2799: Balance of Payments-Exports-Government goods and services n.i.e. (US dollar at current prices) - WTO,55.807954243267829,1.3946425577423968e-13
0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI,54.512109379138096,2.6303001301839082e-13
1378: Net barter terms of trade index  (2000 = 100) - WDI,53.676601053961804,3.9614240085167507e-13
0763: Adjusted savings: carbon dioxide damage  (% of GNI) - WDI,53.132913811674662,5.1720204063370016e-13
1210: Labor force participation rate; female (% of female population ages 15+)  (national estimate) - WDI,52.436863667641475,7.2780677157760823e-13
1301: Population growth  (annual %) - WDI,52.292239331260518,7.8136581323784999e-13
0787: Adjusted net savings; excluding particulate emission damage  (% of GNI) - WDI,50.373629191803346,2.0062899570290314e-12
1025: Number of neonatal deaths - WDI,49.269466253052599,3.4550545376521589e-12
0742: Manufacturing; value added  (% of GDP) - WDI,48.373311816195368,5.3733924218065248e-12
0074: Portfolio equity; net inflows  (BoP; current US$) - WDI,48.253517876849529,5.7003380731719866e-12
0096: Net bilateral aid flows from DAC donors; Finland  (current US$) - WDI,48.083623038813272,6.1985011359691493e-12
0815: Oil rents  (% of GDP) - WDI,48.055083299475299,6.2863657198122754e-12
0106: Net bilateral aid flows from DAC donors; Netherlands  (current US$) - WDI,47.849752972864287,6.9564092545672037e-12
1952: Number of neonatal deaths (thousands) - WHO,47.669142486972632,7.6047202973171149e-12
0150: Currency composition of PPG debt; Multiple currencies  (%) - WDI,46.866561190513025,1.130156697524011e-11
0166: PPG; IDA  (DIS; current US$) - WDI,45.59584872399288,2.1176886680403304e-11
0817: Gross domestic savings  (current US$) - WDI,45.383982384357694,2.3516407864359777e-11
1149: Employment to population ratio; 15+; female (%)  (national estimate) - WDI,45.099763775937241,2.7066878133111815e-11
0176: External debt stocks; concessional  (DOD; current US$) - WDI,45.022155193506897,2.8126555382414233e-11
1349: Tariff rate; most favored nation; simple mean; primary products  (%) - WDI,44.618536629315095,3.4346255613696301e-11
0743: Industry; value added  (current US$) - WDI,44.187417739718192,4.2520455431781052e-11
0178: PPG; bilateral  (DOD; current US$) - WDI,43.917433604162767,4.8605494615525939e-11
0714: Gross capital formation  (current US$) - WDI,43.747458254179541,5.2876789814528023e-11
0737: Manufacturing; value added  (current US$) - WDI,43.465635016389619,6.0803840271724611e-11
0837: Gross savings  (current US$) - WDI,43.403982155743307,6.2691000064447659e-11
1214: Labor force participation rate; male (% of male population ages 15+)  (national estimate) - WDI,43.306090891970214,6.5808753795046107e-11
0981: Tertiary education; academic staff  (% female) - WDI,42.644553387670825,9.136772926607008e-11
1372: Merchandise imports from low- and middle-income economies within region  (% of total merchandise imports) - WDI,42.544152031045734,9.6035347730071477e-11
0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI,41.688087104630519,1.4690392499302533e-10
1100: Health expenditure; private  (% of GDP) - WDI,40.552871561314674,2.5830103307002166e-10
0771: Adjusted savings: energy depletion  (% of GNI) - WDI,40.366827823436729,2.8335145126604522e-10
2815: Balance of Payments-Imports-Insurance and pension services (US dollar at current prices) - WTO,39.248322374236551,4.945410802424977e-10
0900: School enrollment; primary; female  (% gross) - WDI,38.874070456244077,5.9595106704841599e-10
0179: PPG; bilateral concessional  (DOD; current US$) - WDI,38.58640730624024,6.8786420149985375e-10
1394: Merchandise exports to low- and middle-income economies in Middle East & North Africa  (% of total merchandise exports) - WDI,37.718227472455894,1.060824502705408e-09
0126: PPG; multilateral concessional  (AMT; current US$) - WDI,37.604445806183513,1.1228368750248144e-09
2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,37.498600381317701,1.18378318944966e-09
0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI,36.642767648902613,1.8155231856186639e-09
0095: Net bilateral aid flows from DAC donors; Spain  (current US$) - WDI,35.723339006796671,2.8758889724909471e-09
1406: Travel services  (% of commercial service exports) - WDI,35.598624793371094,3.0611810809081271e-09
0083: Stocks traded; total value  (current US$) - WDI,35.283107484461937,3.5852023988564446e-09
0076: Personal transfers; receipts  (BoP; current US$) - WDI,35.157475463514004,3.8180966674161208e-09
0107: Net bilateral aid flows from DAC donors; Norway  (current US$) - WDI,35.092293631052996,3.9448469755106537e-09
0075: Secondary income receipts  (BoP; current US$) - WDI,35.075283940726671,3.97861209644492e-09
0082: Listed domestic companies; total - WDI,34.748718586992055,4.6861040210461613e-09
0010: Permanent cropland  (% of land area) - WDI,34.467607166673879,5.3954183655389028e-09
0791: GDP deflator  (base year varies by country) - WDI,34.112604857468149,6.447088139371044e-09
1365: Merchandise imports from low- and middle-income economies in Europe & Central Asia  (% of total merchandise imports) - WDI,33.86191409343526,7.3114136895226082e-09
1091: Tuberculosis treatment success rate  (% of new cases) - WDI,32.141168531224643,1.7361326912013477e-08
0088: Net bilateral aid flows from DAC donors; Belgium  (current US$) - WDI,31.835110934104158,2.0252920598783148e-08
0094: Net bilateral aid flows from DAC donors; Denmark  (current US$) - WDI,31.82399855367861,2.0366548817863347e-08
1139: Employment to population ratio; ages 15-24; male (%)  (modeled ILO estimate) - WDI,31.718482694314908,2.1477867088441009e-08
0093: Net bilateral aid flows from DAC donors; Germany  (current US$) - WDI,31.511090965082829,2.3842602525024213e-08
1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (% of total merchandise imports) - WDI,31.484745568422252,2.4161127973913068e-08
0048: Net primary income  (BoP; current US$) - WDI,31.477944010329647,2.4244052291694191e-08
1265: Refugee population by country or territory of asylum - WDI,30.401041994644636,4.1726005065139518e-08
1204: Labor force participation rate for ages 15-24; male (%)  (modeled ILO estimate) - WDI,30.26047656084511,4.4793566651028833e-08
2722: Merchandise trade-Exports-Fuels and mining products (US dollar at current prices) - WTO,30.230780205580686,4.5470039959527974e-08
0030: Trade in services  (% of GDP) - WDI,29.928051130504141,5.2979061157769307e-08
0117: PPG; bilateral concessional  (AMT; current US$) - WDI,29.570413357929016,6.3469620635025123e-08
1900: Fixed-broadband subscriptions - ITU,29.435681445613696,6.7941752147252973e-08
0725: Imports of goods and services  (% of GDP) - WDI,29.194915388346558,7.6735556048950058e-08
0034: Insurance and financial services  (% of service imports; BoP) - WDI,29.098108250006057,8.0585451003367364e-08
0803: GDP growth  (annual %) - WDI,29.014061253277216,8.4084745460667461e-08
2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,28.871796705430796,9.0358935016808599e-08
2814: Balance of Payments-Imports-Construction (US dollar at current prices) - WTO,28.311910250856208,1.1996282961107669e-07
0104: Net bilateral aid flows from DAC donors; Korea; Rep.  (current US$) - WDI,28.110579713389271,1.3284134320082078e-07
0102: Net bilateral aid flows from DAC donors; Italy  (current US$) - WDI,27.875011632500659,1.4968255165121583e-07
0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,27.723434456031843,1.6163599116730327e-07
1771: Primary energy supply - TOT (TOE_1000USD) - OECD,27.194625488300865,2.1135742312826996e-07
0025: Crop production index  (2004-2006 = 100) - WDI,26.800679414943172,2.5814571642364415e-07
1039: Antiretroviral therapy coverage  (% of people living with HIV) - WDI,26.409719215149792,3.1486016511167655e-07
0042: Foreign direct investment; net outflows  (% of GDP) - WDI,26.342406356467475,3.258176577285276e-07
0851: DEC alternative conversion factor  (LCU per US$) - WDI,25.982384488503072,3.9126343781222736e-07
0007: Arable land  (hectares per person) - WDI,25.67679179790882,4.5707710987327176e-07
0841: Net income from abroad  (current US$) - WDI,24.388374033879227,8.8129226382625896e-07
0040: Travel services  (% of service imports; BoP) - WDI,24.344650589349506,9.0117554038671823e-07
0116: PPG; bilateral  (AMT; current US$) - WDI,24.339414870403026,9.035864912903029e-07
0052: Foreign direct investment; net  (BoP; current US$) - WDI,24.266277360662819,9.3795007622574986e-07
0764: Adjusted savings: net forest depletion  (current US$) - WDI,24.215621317233744,9.6251711544896752e-07
0091: Net bilateral aid flows from DAC donors; Switzerland  (current US$) - WDI,23.834858997178518,1.169094438295056e-06
0100: Net bilateral aid flows from DAC donors; Ireland  (current US$) - WDI,23.827638081319474,1.173415003056435e-06
1357: Insurance and financial services  (% of commercial service imports) - WDI,23.563851245421429,1.3427434398089385e-06
0090: Net bilateral aid flows from DAC donors; European Union institutions  (current US$) - WDI,23.455144023578352,1.4194757073022156e-06
0829: GNI; PPP  (constant 2011 international $) - WDI,22.887523111472717,1.8977764082196469e-06
0072: Foreign direct investment; net inflows  (% of GDP) - WDI,22.767860134948311,2.0176838490730616e-06
0127: PPG; official creditors  (AMT; current US$) - WDI,22.604366326390274,2.1939119722144532e-06
0853: PPP conversion factor; GDP  (LCU per international $) - WDI,22.405550863999927,2.4291846184024794e-06
1382: Fuel exports  (% of merchandise exports) - WDI,21.822594260618885,3.2756895092032737e-06
0806: GDP; PPP  (constant 2011 international $) - WDI,21.729176021667289,3.4365824132570752e-06
0828: GNI; PPP  (current international $) - WDI,21.599408688694098,3.6733417785403424e-06
0805: GDP; PPP  (current international $) - WDI,21.071783707346004,4.8172969826129875e-06
1397: Merchandise exports by the reporting economy; residual  (% of total merchandise exports) - WDI,20.96574316035397,5.0872820014602707e-06
2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,20.59002383161603,6.1723223640543681e-06
1401: Computer; communications and other services  (% of commercial service exports) - WDI,20.447458274603292,6.6424700397946454e-06
0826: GNI growth  (annual %) - WDI,20.348979055631858,6.9880965863455879e-06
0092: Net bilateral aid flows from DAC donors; Czech Republic  (current US$) - WDI,18.994059822903964,1.4062191874150078e-05
0124: PPG; IDA  (AMT; current US$) - WDI,18.706668016809829,1.6316274077166488e-05
0746: Industry; value added  (annual % growth) - WDI,18.698953180843592,1.6381551664871324e-05
0717: Gross capital formation  (annual % growth) - WDI,18.671408727659898,1.6616764296480161e-05
0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,18.513565519889703,1.8031682952627879e-05
0951: Secondary education; vocational pupils  (% female) - WDI,18.37439296925794,1.9379485269311949e-05
0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI,18.283788130542973,2.0310957731325707e-05
0005: Agricultural land  (% of land area) - WDI,18.247579246945474,2.0695686015517658e-05
0087: Net bilateral aid flows from DAC donors; Austria  (current US$) - WDI,17.447004145982032,3.1354629060119626e-05
0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI,17.427489335664891,3.1674186497405473e-05
1380: Agricultural raw materials exports  (% of merchandise exports) - WDI,17.135427395085706,3.686784766569031e-05
0136: Principal arrears; private creditors  (current US$) - WDI,17.053279547032833,3.8477513015038095e-05
0769: Adjusted savings: mineral depletion  (% of GNI) - WDI,16.721056306019886,4.5742287470739545e-05
1255: Unemployment; female (% of female labor force)  (modeled ILO estimate) - WDI,16.441040409337941,5.2928975113542225e-05
0839: Gross savings  (% of GNI) - WDI,16.029659759034313,6.5602011887683654e-05
0775: Adjusted savings: gross savings  (% of GNI) - WDI,16.029594672341791,6.5604241577887134e-05
1202: Labor force participation rate for ages 15-24; female (%)  (modeled ILO estimate) - WDI,16.012342593381611,6.6197949683520914e-05
1310: Rural population - WDI,15.902307370879891,7.0114125008215842e-05
0896: Primary education; pupils - WDI,15.896350939063021,7.0332653533859479e-05
0070: Travel services  (% of service exports; BoP) - WDI,15.726328916446811,7.6868260122091913e-05
0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI,15.559006917057207,8.3897476567657136e-05
0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI,15.547505924661502,8.4403778490734209e-05
0125: PPG; multilateral  (AMT; current US$) - WDI,15.111910506519871,0.00010602677454585378
2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,14.75576683844049,0.00012780048389435012
1377: Travel services  (% of commercial service imports) - WDI,14.627094914475377,0.00013673169902095556
2771: Merchandise trade-Exports-Total merchandise (Unit value index - Prev. year = 100) - WTO,14.397805390660734,0.000154236282916229
1026: Women's share of population ages 15+ living with HIV  (%) - WDI,14.139317370260692,0.00017669704528678446
1236: Unemployment; youth male (% of male labor force ages 15-24)  (modeled ILO estimate) - WDI,14.068367352997347,0.00018342027201332753
0017: Forest area  (% of land area) - WDI,13.573894086066641,0.0002380254498709725
0799: Mineral rents  (% of GDP) - WDI,13.50066387672458,0.000247404116944372
2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO,13.192504042670977,0.00029113826055027588
0777: Adjusted savings: net national savings  (% of GNI) - WDI,12.845726740749997,0.00034976887179693762
1254: Unemployment; female (% of female labor force)  (national estimate) - WDI,12.826460395478573,0.00035335586998489464
0105: Net bilateral aid flows from DAC donors; Luxembourg  (current US$) - WDI,12.613812528267562,0.00039550320232737421
0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,12.574166064287768,0.00040390586742788443
0053: Portfolio Investment; net  (BoP; current US$) - WDI,12.350628080143897,0.00045477368223178648
0133: PPG; private creditors  (AMT; current US$) - WDI,12.162593307371045,0.0005025484399732666
0899: School enrollment; primary  (% gross) - WDI,12.122959598693335,0.00051324876784314714
0811: GDP per capita growth  (annual %) - WDI,11.841827234293628,0.00059606153239286552
1897: Fixed-telephone subscriptions - ITU,11.643430953521587,0.00066252242869453389
0008: Arable land  (% of land area) - WDI,11.587520208611215,0.00068257190298303804
1211: Labor force participation rate; female (% of female population ages 15+)  (modeled ILO estimate) - WDI,11.086005781210517,0.00089225933891489773
0740: Manufacturing; value added  (annual % growth) - WDI,11.008009131141902,0.00093029058959144323
2776: Merchandise trade-Imports-Total merchandise (Volume index - Previous year = 100) - WTO,10.939039498526547,0.00096528583522188013
2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO,10.90897360579552,0.00098095565298750233
0060: ICT service exports  (% of service exports; BoP) - WDI,10.395212599695059,0.0012923361306973824
1151: Employment to population ratio; 15+; male (%)  (national estimate) - WDI,10.149115939792456,0.0014753029398574871
0069: Transport services  (% of service exports; BoP) - WDI,9.9433391074827391,0.0016483400716376803
0848: Net current transfers from abroad  (current LCU) - WDI,9.9053091816761878,0.001682506372331527
0712: Changes in inventories  (current LCU) - WDI,9.839514091106226,0.0017433230663804577
1150: Employment to population ratio; 15+; female (%)  (modeled ILO estimate) - WDI,9.8305898702216634,0.0017517420846219149
0833: GNI per capita growth  (annual %) - WDI,9.813463396373848,0.0017680147575916774
0128: PPG; bonds  (AMT; current US$) - WDI,9.3859044669597296,0.0022280153729911448
0129: PPG; commercial banks  (AMT; current US$) - WDI,8.8082099566074739,0.0030493182636355609
0137: Principal forgiven  (current US$) - WDI,8.7974829761499684,0.0030671861583114403
0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,8.7435493358550644,0.0031586506297340868
2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO,8.7317352103882637,0.0031790536033421204
0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI,8.6088084303457659,0.003399475343123984
0895: Primary education; duration  (years) - WDI,8.5435481157670061,0.003522753800135755
1770: Primary energy supply - TOT (MLN_TOE) - OECD,8.5408848497784575,0.0035278803515686624
1783: Renewable energy - TOT (KTOE) - OECD,8.5408009875197592,0.0035280419022861299
0123: PPG; IBRD  (AMT; current US$) - WDI,8.4473000069295257,0.0037129298410544681
1279: Death rate; crude  (per 1;000 people) - WDI,8.3112310752092924,0.0039997811637156834
0807: Natural gas rents  (% of GDP) - WDI,7.8376822948292091,0.0051865215725221802
0732: Agriculture; value added  (current LCU) - WDI,7.799527751808629,0.0052965541788964447
0744: Industry; value added  (current LCU) - WDI,7.7612021839419505,0.0054094797799746474
1137: Employment to population ratio; ages 15-24; female (%)  (modeled ILO estimate) - WDI,7.4881596626750309,0.0062885048470843257
0734: Agriculture; value added  (annual % growth) - WDI,7.4503770084722758,0.0064211512244710233
0818: Gross domestic savings  (current LCU) - WDI,7.3825944313963934,0.0066663336608720385
0780: Adjusted net national income  (annual % growth) - WDI,7.2629958110937292,0.0071225485741749422
0850: Terms of trade adjustment  (constant LCU) - WDI,7.2113437601170318,0.007329337116837884
1391: Merchandise exports to low- and middle-income economies in East Asia & Pacific  (% of total merchandise exports) - WDI,7.134238879362746,0.0076495208307226781
0809: GDP per capita  (current LCU) - WDI,7.101694627391117,0.0077889269518586785
1304: Population; total - WDI,7.0503921990494227,0.0080139889175832018
0715: Gross capital formation  (current LCU) - WDI,6.9536490234873645,0.0084566937451814941
1733: Crude oil production - TOT (KTOE) - OECD,6.7136530935248127,0.0096664176071396008
0831: GNI per capita  (current LCU) - WDI,6.6894688548186325,0.0097977801866272838
0801: GDP  (current LCU) - WDI,6.6350467043367383,0.010100128271297639
0824: GNI  (current LCU) - WDI,6.6173836559002632,0.01020030208827178
1432: Air and GHG emissions - CO2 (MLN_TONNE) - OECD,6.43135731959413,0.01131939778433207
0772: Adjusted savings: particulate emission damage  (current US$) - WDI,6.1991472228420834,0.012895582135669341
1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI,5.9361308296122957,0.014956532073302217
1363: Merchandise imports from low- and middle-income economies outside region  (% of total merchandise imports) - WDI,5.9194353210723545,0.015098298244500348
1400: Export value index  (2000 = 100) - WDI,5.7002957616779897,0.017093020533277822
0755: Services; etc.; value added  (current LCU) - WDI,5.4953585651458958,0.019205105536830615
1216: Labor force participation rate; total (% of total population ages 15+)  (national estimate) - WDI,5.4576580834380142,0.019622156905208004
0121: Principal repayments on external debt; private nonguaranteed (PNG)  (AMT; current US$) - WDI,5.3559536469471922,0.020794653297349263
0793: Discrepancy in expenditure estimate of GDP  (constant LCU) - WDI,5.3556522294143489,0.020798234018339436
1334: Share of tariff lines with specific rates; manufactured products  (%) - WDI,5.3045973646724214,0.021414061320814332
2774: Merchandise trade-Imports-Total merchandise (Unit value index - Prev. year = 100) - WTO,5.2894469495846383,0.021600419960666892
0735: Agriculture; value added  (constant LCU) - WDI,5.2833749412557234,0.02167558029753127
1381: Food exports  (% of merchandise exports) - WDI,5.1975249173648965,0.022767755941380561
0762: Adjusted savings: carbon dioxide damage  (current US$) - WDI,5.0055210989579306,0.025422214650494213
0131: PNG; commercial banks and other creditors  (AMT; current US$) - WDI,4.8738057380182953,0.027427704151568297
1153: Employment to population ratio; 15+; total (%)  (national estimate) - WDI,4.749532719232235,0.029471169247219976
0727: External balance on goods and services  (current LCU) - WDI,4.6688562913297647,0.030882220501488627
0073: Primary income on FDI; payments  (current US$) - WDI,4.6560519934421638,0.031112574848617649
0795: Gross value added at factor cost  (current LCU) - WDI,4.5460744138627405,0.033166594029616386
0130: PNG; bonds  (AMT; current US$) - WDI,4.5112142640059991,0.033846867047184967
0891: Primary school starting age  (years) - WDI,4.5018352576361833,0.034032372743344141
0723: Imports of goods and services  (annual % growth) - WDI,4.4721219082078179,0.03462712424162117
1238: Unemployment; youth total (% of total labor force ages 15-24)  (modeled ILO estimate) - WDI,4.4030863341343505,0.036051363692143693
1326: International tourism; expenditures  (% of total imports) - WDI,4.3807936179591813,0.036524275551763026
1037: Prevalence of HIV; female  (% ages 15-24) - WDI,4.3531675608317286,0.037119365428731968
0943: Secondary education; pupils - WDI,4.0583657645389009,0.04414243959814295
0846: Net taxes on products  (constant LCU) - WDI,4.0432291425840905,0.044538819638738264
0783: Adjusted net national income per capita  (annual % growth) - WDI,4.0385734210389908,0.044661491141707754
0747: Industry; value added  (constant LCU) - WDI,3.9455678404889358,0.047188183302753886
0719: Gross capital formation  (% of GDP) - WDI,3.9313396485863326,0.047587836448575525
0842: Net income from abroad  (current LCU) - WDI,3.8916230326629782,0.048722464405207742
1027: Prevalence of HIV; total  (% of population ages 15-49) - WDI,3.8564782310552332,0.049750336541083198
1038: Prevalence of HIV; male  (% ages 15-24) - WDI,3.7497905745269668,0.053013597818029709
0099: Net bilateral aid flows from DAC donors; Greece  (current US$) - WDI,3.7350351279843776,0.053482473108225979
0718: Gross capital formation  (constant LCU) - WDI,3.726834389730302,0.053744962277068445
1355: Fuel imports  (% of merchandise imports) - WDI,3.6947645788183876,0.054784646506489641
0132: PPG; other private creditors  (AMT; current US$) - WDI,3.621040772460828,0.057256543575819899
0009: Land under cereal production  (hectares) - WDI,3.2339950454179633,0.072338212786433972
0792: Discrepancy in expenditure estimate of GDP  (current LCU) - WDI,3.1249696647614771,0.07731739552288161
0804: GDP  (constant LCU) - WDI,3.1143200959344148,0.077823172995882942
1232: Labor force; total - WDI,2.9850479620228771,0.084255606842987524
0821: Gross domestic income  (constant LCU) - WDI,2.9596502802418811,0.085585655903798991
0738: Manufacturing; value added  (current LCU) - WDI,2.9580340697797958,0.085671060960087586
2807: Balance of Payments-Imports-Government goods and services n.i.e. (US dollar at current prices) - WTO,2.9328634069169928,0.087013132273909943
0945: Secondary education; general pupils - WDI,2.7405268573617545,0.098054878162564252
0827: GNI  (constant LCU) - WDI,2.6929891103691657,0.10101344328515371
0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,2.638761283613845,0.10450816931671612
0852: Official exchange rate  (LCU per US$; period average) - WDI,2.5434211681707581,0.11097852095343437
0721: Imports of goods and services  (current LCU) - WDI,2.5389714975219917,0.11129108130408441
0938: Lower secondary school starting age  (years) - WDI,2.3148648016670332,0.12836649829696672
0942: Secondary education; duration  (years) - WDI,2.293995401260676,0.1300991820336522
0748: Industry; value added  (% of GDP) - WDI,2.2318655898629998,0.13541410753487967
0768: Adjusted savings: mineral depletion  (current US$) - WDI,2.1842286677172664,0.13965407373100691
0758: Services; etc.; value added  (constant LCU) - WDI,2.1600340601276944,0.14186447818725903
0770: Adjusted savings: energy depletion  (current US$) - WDI,2.1239817868137005,0.1452316295079239
0051: Net errors and omissions  (BoP; current US$) - WDI,2.1231164069220902,0.1453135525426579
2751: Merchandise trade-Exports-Clothing (US dollar at current prices) - WTO,2.1134842982074598,0.14622892517859629
1234: Unemployment; youth female (% of female labor force ages 15-24)  (modeled ILO estimate) - WDI,2.1122298848990124,0.14634861463336946
0077: Personal remittances; received  (current US$) - WDI,1.9112762457083339,0.16704033332749174
1217: Labor force participation rate; total (% of total population ages 15+)  (modeled ILO estimate) - WDI,1.8783409646882301,0.17074081410576425
1393: Merchandise exports to low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise exports) - WDI,1.8334185165276882,0.17594111823939265
0049: Net trade in goods and services  (BoP; current US$) - WDI,1.7837049560523131,0.18191042975937685
1353: Agricultural raw materials imports  (% of merchandise imports) - WDI,1.573141236977053,0.20995915330172882
0927: Primary education; teachers - WDI,1.5660950178956878,0.21098245291136111
0741: Manufacturing; value added  (constant LCU) - WDI,1.4865154502849542,0.22296167162286212
1154: Employment to population ratio; 15+; total (%)  (modeled ILO estimate) - WDI,1.4671573353728522,0.22599756079782662
0812: GDP per capita  (constant LCU) - WDI,1.3899394243363752,0.23861409179716866
2772: Merchandise trade-Exports-Total merchandise (Value index - Previous year = 100) - WTO,1.3725249601189631,0.2415763225735198
0118: IMF repurchases  (AMT; current US$) - WDI,1.3237816003754415,0.25010944566160487
