835,score,p-value
0032: Primary income payments  (BoP; current US$) - WDI,58.846965279994244,2.8258118416049589e-14
0083: Stocks traded; total value  (current US$) - WDI,58.778609317791492,2.9223684238557861e-14
2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,58.546145181631587,3.2761554648922006e-14
1149: Employment to population ratio; 15+; female (%)  (national estimate) - WDI,58.209382809217388,3.866143469284736e-14
1380: Agricultural raw materials exports  (% of merchandise exports) - WDI,57.589682206346353,5.2440130267423989e-14
0796: Gross value added at factor cost  (constant 2005 US$) - WDI,57.460135553357723,5.5891697538021205e-14
1355: Fuel imports  (% of merchandise imports) - WDI,57.232247393863211,6.2524938972707239e-14
0790: Inflation; GDP deflator  (annual %) - WDI,56.917410396536361,7.300590168851527e-14
1104: Health expenditure; total  (% of GDP) - WDI,56.877300375761486,7.4461850361380665e-14
1311: Rural population growth  (annual %) - WDI,56.786680349877116,7.7859248206300776e-14
0756: Services; etc.; value added  (constant 2005 US$) - WDI,55.001121120117602,1.8767372547767802e-13
1027: Prevalence of HIV; total  (% of population ages 15-49) - WDI,54.44115810350165,2.4737238358239891e-13
0794: Gross value added at factor cost  (current US$) - WDI,54.277278797072242,2.682046269765296e-13
1326: International tourism; expenditures  (% of total imports) - WDI,53.813780036656965,3.3713910640642544e-13
1402: Commercial service exports  (current US$) - WDI,53.580118652431551,3.7836039051061955e-13
0066: Service exports  (BoP; current US$) - WDI,53.514973520261215,3.9072795608608518e-13
1359: Ores and metals imports  (% of merchandise imports) - WDI,53.279725533109819,4.3885846974200406e-13
0059: ICT service exports  (BoP; current US$) - WDI,53.14153702577925,4.6985572499969025e-13
1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,53.037916774624293,4.9452972080375128e-13
0074: Portfolio equity; net inflows  (BoP; current US$) - WDI,52.450474865196213,6.6106613392954438e-13
0027: Livestock production index  (2004-2006 = 100) - WDI,51.577264897748265,1.0179808749084218e-12
0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,51.244885974255112,1.1999039663793256e-12
0739: Manufacturing; value added  (constant 2005 US$) - WDI,51.043606096627769,1.3255590570481603e-12
0754: Services; etc.; value added  (current US$) - WDI,50.016570299484705,2.2040461181425744e-12
0787: Adjusted net savings; excluding particulate emission damage  (% of GNI) - WDI,49.880224868726636,2.3580436900316416e-12
1321: International tourism; receipts for passenger transport items  (current US$) - WDI,48.954934927530509,3.7299444360450066e-12
1258: Unemployment; total (% of total labor force)  (national estimate) - WDI,48.9048274669642,3.8237715750995869e-12
0779: Adjusted net national income  (constant 2005 US$) - WDI,48.5773152530777,4.4980814120935508e-12
0802: GDP  (constant 2005 US$) - WDI,48.564805251790858,4.5260775205627183e-12
0825: GNI  (constant 2005 US$) - WDI,48.418745083194949,4.8661553891021464e-12
1026: Women's share of population ages 15+ living with HIV  (%) - WDI,48.239960942632038,5.3174722511267093e-12
1102: Health expenditure; public  (% of government expenditure) - WDI,47.520030973321518,7.6011906883814815e-12
1325: International tourism; expenditures  (current US$) - WDI,47.445433011447655,7.8879997567986687e-12
1038: Prevalence of HIV; male  (% ages 15-24) - WDI,46.750992535884933,1.1136843522708819e-11
1375: Commercial service imports  (current US$) - WDI,46.610567204070435,1.1941670208065989e-11
0036: Service imports  (BoP; current US$) - WDI,46.524090549199883,1.2466033707018858e-11
1324: International tourism; expenditures for travel items  (current US$) - WDI,46.159503099600236,1.4942741877174964e-11
1209: Labor force participation rate; total (% of total population ages 15-64)  (modeled ILO estimate) - WDI,46.058166677177852,1.5714855706530127e-11
0068: Exports of goods; services and primary income  (BoP; current US$) - WDI,45.641828271837873,1.9329800748995146e-11
0038: Imports of goods; services and primary income  (BoP; current US$) - WDI,44.867091466456991,2.8421538613782099e-11
1319: International tourism; receipts  (current US$) - WDI,44.756642975455314,3.0027977962602274e-11
0815: Oil rents  (% of GDP) - WDI,44.559323842651267,3.3127779154555638e-11
0151: Currency composition of PPG debt; all other currencies  (%) - WDI,44.433163297418652,3.5275765987747198e-11
1100: Health expenditure; private  (% of GDP) - WDI,44.219745183516068,3.9231901295061046e-11
0981: Tertiary education; academic staff  (% female) - WDI,44.217480950985625,3.9276173458761082e-11
1259: Unemployment; total (% of total labor force)  (modeled ILO estimate) - WDI,44.036329519869135,4.2985374335154789e-11
0822: GNI; Atlas method  (current US$) - WDI,43.908330015469296,4.5816024709985698e-11
1037: Prevalence of HIV; female  (% ages 15-24) - WDI,43.900481550543226,4.5995546539778341e-11
1255: Unemployment; female (% of female labor force)  (modeled ILO estimate) - WDI,43.712586167832633,5.0510279503765034e-11
1322: International tourism; expenditures for passenger transport items  (current US$) - WDI,43.646454655354617,5.2202790289479138e-11
1323: International tourism; receipts for travel items  (current US$) - WDI,43.224715351299096,6.4417062641465892e-11
0722: Imports of goods and services  (constant 2005 US$) - WDI,42.967097122921516,7.3247944039707779e-11
0823: GNI  (current US$) - WDI,42.428760326173858,9.581563510044805e-11
1910: General government expenditure on health as a percentage of total government expenditure - WHO,42.366148586434214,9.8856841278516973e-11
0778: Adjusted net national income  (current US$) - WDI,42.116446671209559,1.1197875774653197e-10
0720: Imports of goods and services  (current US$) - WDI,42.09610045207716,1.1312193242953621e-10
0218: Average grace period on new external debt commitments; private  (years) - WDI,41.978172307031834,1.1998201954025564e-10
0800: GDP  (current US$) - WDI,41.828113621576911,1.2931734835656677e-10
0033: Imports of goods and services  (BoP; current US$) - WDI,41.372309598041902,1.6237958204802623e-10
1170: Employment in industry  (% of total employment) - WDI,41.307534650811753,1.6772067359331547e-10
1382: Fuel exports  (% of merchandise exports) - WDI,40.695028829410191,2.2779295481619566e-10
1091: Tuberculosis treatment success rate  (% of new cases) - WDI,40.677980351314694,2.2974295363568863e-10
0063: Exports of goods and services  (BoP; current US$) - WDI,40.123605482618565,3.0314995767662653e-10
0071: Foreign direct investment; net inflows  (BoP; current US$) - WDI,40.077416171642682,3.1023701560159584e-10
1216: Labor force participation rate; total (% of total population ages 15+)  (national estimate) - WDI,39.987730919612453,3.2447562802178782e-10
0901: School enrollment; primary; male  (% gross) - WDI,39.932576386691572,3.3355545816935426e-10
0035: Goods imports  (BoP; current US$) - WDI,39.850757725202762,3.4749610163143549e-10
1361: Merchandise imports  (current US$) - WDI,39.807419886340575,3.5511526233554641e-10
0999: Proportion of seats held by women in national parliaments  (%) - WDI,39.743872521237357,3.6659123427221015e-10
1371: Merchandise imports by the reporting economy  (current US$) - WDI,39.316937295016892,4.5394899990345335e-10
1049: Number of maternal deaths - WDI,38.384053664968569,7.2442659024258411e-10
0034: Insurance and financial services  (% of service imports; BoP) - WDI,37.733929058573054,1.0036595485412716e-09
1398: Merchandise exports by the reporting economy  (current US$) - WDI,37.583539637995727,1.0823197306943555e-09
1204: Labor force participation rate for ages 15-24; male (%)  (modeled ILO estimate) - WDI,37.576144922212805,1.0863430778759256e-09
0763: Adjusted savings: carbon dioxide damage  (% of GNI) - WDI,37.525355260562563,1.1143849998994096e-09
1388: Merchandise exports  (current US$) - WDI,37.497931684997219,1.1298265500219616e-09
1391: Merchandise exports to low- and middle-income economies in East Asia & Pacific  (% of total merchandise exports) - WDI,37.421187528836846,1.1741888406672774e-09
1403: High-technology exports  (current US$) - WDI,37.171008191396012,1.3312957094076502e-09
1256: Unemployment; male (% of male labor force)  (national estimate) - WDI,36.962690118690809,1.4780813675719642e-09
0065: Goods exports  (BoP; current US$) - WDI,36.479570168798411,1.8840269253099876e-09
0048: Net primary income  (BoP; current US$) - WDI,36.314927806577387,2.0465237763808743e-09
0716: Gross capital formation  (constant 2005 US$) - WDI,35.630849906487015,2.8865624217793466e-09
0052: Foreign direct investment; net  (BoP; current US$) - WDI,35.330060790607043,3.3581262910588583e-09
2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,34.771261052355896,4.448872065335498e-09
2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,34.748640635617619,4.4998347031448075e-09
0154: Currency composition of PPG debt; Pound sterling  (%) - WDI,34.734425177482343,4.5321604653461198e-09
1900: Fixed-broadband subscriptions - ITU,34.178106521365081,5.998041010951978e-09
0745: Industry; value added  (constant 2005 US$) - WDI,33.698173118145498,7.6396715245847926e-09
0270: Net financial flows; IDA  (NFL; current US$) - WDI,33.511641407479168,8.3932021319995641e-09
0851: DEC alternative conversion factor  (LCU per US$) - WDI,33.137093787478491,1.0138875658576935e-08
1210: Labor force participation rate; female (% of female population ages 15+)  (national estimate) - WDI,32.890442802727037,1.1482938815482533e-08
0958: School enrollment; secondary; private  (% of total secondary) - WDI,32.678218789157597,1.2781592034618811e-08
1386: Ores and metals exports  (% of merchandise exports) - WDI,32.541941470868984,1.3692164402851474e-08
1357: Insurance and financial services  (% of commercial service imports) - WDI,32.495269067688248,1.401874678042667e-08
0100: Net bilateral aid flows from DAC donors; Ireland  (current US$) - WDI,32.479083630901677,1.4133816445011167e-08
0060: ICT service exports  (% of service exports; BoP) - WDI,32.032550770575881,1.7710778146797471e-08
0757: Services; etc.; value added  (annual % growth) - WDI,31.477790326056837,2.3444964699682938e-08
2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,31.420607901499935,2.4132981230466153e-08
1363: Merchandise imports from low- and middle-income economies outside region  (% of total merchandise imports) - WDI,31.119689670256289,2.8101632525841244e-08
0807: Natural gas rents  (% of GDP) - WDI,30.660425298638444,3.5456976968897877e-08
0933: Children out of school; primary; female - WDI,30.52866890629047,3.7903673365873239e-08
0105: Net bilateral aid flows from DAC donors; Luxembourg  (current US$) - WDI,30.269762192507994,4.3215951119377663e-08
0932: Children out of school; primary - WDI,29.95755479969587,5.0624805023634111e-08
0853: PPP conversion factor; GDP  (LCU per international $) - WDI,29.949427769260989,5.0833805551741226e-08
1401: Computer; communications and other services  (% of commercial service exports) - WDI,29.549012133650162,6.2278261134035173e-08
0841: Net income from abroad  (current US$) - WDI,29.509630361864183,6.3534923367443109e-08
1390: Merchandise exports to low- and middle-income economies outside region  (% of total merchandise exports) - WDI,29.407936348350788,6.6898865826397063e-08
0935: Children out of school; primary; male - WDI,28.905904188268501,8.6314560124725358e-08
1368: Merchandise imports from low- and middle-income economies in South Asia  (% of total merchandise imports) - WDI,28.834018392416379,8.9523573055123304e-08
0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,28.78824311801446,9.1629099039757392e-08
0149: Currency composition of PPG debt; Japanese yen  (%) - WDI,28.38404346400722,1.125160361663524e-07
0088: Net bilateral aid flows from DAC donors; Belgium  (current US$) - WDI,28.126483177511702,1.2825436596822576e-07
0164: IDA grants  (current US$) - WDI,27.958324016588765,1.3970346512431604e-07
1266: Refugee population by country or territory of origin - WDI,27.815461486191516,1.5023255025794237e-07
1317: International tourism; number of arrivals - WDI,27.742426929485049,1.5591917713435178e-07
1318: International tourism; number of departures - WDI,27.622065505706079,1.6576592324028677e-07
1257: Unemployment; male (% of male labor force)  (modeled ILO estimate) - WDI,27.560718000716928,1.7102240822091853e-07
0714: Gross capital formation  (current US$) - WDI,27.443404953244542,1.8154448268916054e-07
1237: Unemployment; youth total (% of total labor force ages 15-24)  (national estimate) - WDI,27.392930358263346,1.8626926055530051e-07
0266: Net official flows from UN agencies; IFAD  (current US$) - WDI,27.255406184003665,1.997780512467028e-07
0094: Net bilateral aid flows from DAC donors; Denmark  (current US$) - WDI,27.065037934259312,2.201152013860558e-07
0737: Manufacturing; value added  (current US$) - WDI,27.039860189433586,2.22956141269115e-07
0166: PPG; IDA  (DIS; current US$) - WDI,26.966317961891477,2.3146675576160412e-07
0143: Commitments; IDA  (COM; current US$) - WDI,26.828934290766284,2.4824845224476855e-07
0098: Net bilateral aid flows from DAC donors; United Kingdom  (current US$) - WDI,26.799077619050955,2.5205405731211881e-07
0743: Industry; value added  (current US$) - WDI,26.787750072985084,2.5351316465088933e-07
0817: Gross domestic savings  (current US$) - WDI,26.771314173849344,2.5564536611215311e-07
0089: Net bilateral aid flows from DAC donors; Canada  (current US$) - WDI,26.324925830101165,3.2097263847962127e-07
1952: Number of neonatal deaths (thousands) - WHO,25.956498921567547,3.8734420919851847e-07
0115: Net bilateral aid flows from DAC donors; United States  (current US$) - WDI,25.391997113247974,5.167442781151489e-07
1094: Newborns protected against tetanus  (%) - WDI,25.004986856329555,6.2975551152668918e-07
0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI,24.728364255523058,7.2544905288984615e-07
0153: Currency composition of PPG debt; Swiss franc  (%) - WDI,24.57685294787743,7.8391677249514061e-07
0236: PPG; IDA  (INT; current US$) - WDI,23.952936525656195,1.0789445811975325e-06
0248: Interest arrears; official creditors  (current US$) - WDI,23.83965593986002,1.1434205583554999e-06
0135: Principal arrears; official creditors  (current US$) - WDI,23.74417149396966,1.2007633924149847e-06
0096: Net bilateral aid flows from DAC donors; Finland  (current US$) - WDI,23.528233646710163,1.3413216362604907e-06
0791: GDP deflator  (base year varies by country) - WDI,23.408243326328634,1.4264494305801133e-06
0246: Interest arrears; long-term DOD  (US$) - WDI,23.398001854768992,1.4339618688491778e-06
0194: PPG; IDA  (DOD; current US$) - WDI,23.14826862876912,1.6299688848196859e-06
0069: Transport services  (% of service exports; BoP) - WDI,23.064148827828866,1.7018771985139316e-06
0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI,22.944582180637337,1.8096035447231516e-06
0134: Principal arrears; long-term DOD  (US$) - WDI,22.81150508113484,1.9375754790824142e-06
1208: Labor force participation rate; male (% of male population ages 15-64)  (modeled ILO estimate) - WDI,22.809237539986849,1.9398330225144211e-06
0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI,22.793742605033941,1.9553304977803618e-06
0182: External debt stocks  (% of exports of goods; services and primary income) - WDI,22.729621310343173,2.0207953968022016e-06
0114: Net bilateral aid flows from DAC donors; Total  (current US$) - WDI,22.702072491058853,2.0495932616037467e-06
0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI,22.611279883764912,2.1474521408897524e-06
0891: Primary school starting age  (years) - WDI,22.557114697449943,2.2080538156212546e-06
0746: Industry; value added  (annual % growth) - WDI,22.44940154619113,2.3337188667666066e-06
0053: Portfolio Investment; net  (BoP; current US$) - WDI,22.020175333337104,2.9100367374393118e-06
1397: Merchandise exports by the reporting economy; residual  (% of total merchandise exports) - WDI,21.892373881800118,3.1078182944415712e-06
0764: Adjusted savings: net forest depletion  (current US$) - WDI,21.355826155758756,4.0967458061875708e-06
0772: Adjusted savings: particulate emission damage  (current US$) - WDI,21.243265415238923,4.3413939641820987e-06
1139: Employment to population ratio; ages 15-24; male (%)  (modeled ILO estimate) - WDI,21.013228953712748,4.8879937314283038e-06
0771: Adjusted savings: energy depletion  (% of GNI) - WDI,20.927783073032341,5.1082000356258581e-06
1212: Ratio of female to male labor force participation rate (%)  (national estimate) - WDI,20.863229613321764,5.2811504170949519e-06
0811: GDP per capita growth  (annual %) - WDI,20.749947608736221,5.5989993499152498e-06
1151: Employment to population ratio; 15+; male (%)  (national estimate) - WDI,20.676703928289481,5.8146706462523862e-06
1023: Number of under-five deaths - WDI,20.582897311456698,6.1031292249317983e-06
1021: Number of infant deaths - WDI,20.109315285743286,7.7944497895156613e-06
0082: Listed domestic companies; total - WDI,19.951614647217376,8.456471383894534e-06
0197: PPG; multilateral concessional  (DOD; current US$) - WDI,19.941342230415049,8.5015055136202219e-06
1365: Merchandise imports from low- and middle-income economies in Europe & Central Asia  (% of total merchandise imports) - WDI,19.673898882860733,9.7627424155442847e-06
0183: External debt stocks  (% of GNI) - WDI,19.558113411175345,1.0365590488116572e-05
0168: PPG; multilateral concessional  (DIS; current US$) - WDI,19.332726410473761,1.1648552878870084e-05
1373: Import value index  (2000 = 100) - WDI,19.111657629333596,1.3061988821817229e-05
0113: Net bilateral aid flows from DAC donors; Sweden  (current US$) - WDI,19.095343900066212,1.3172884078159308e-05
0102: Net bilateral aid flows from DAC donors; Italy  (current US$) - WDI,19.062131045311578,1.3401587898855558e-05
0107: Net bilateral aid flows from DAC donors; Norway  (current US$) - WDI,19.060938312210936,1.340987490943095e-05
1025: Number of neonatal deaths - WDI,18.999849765223477,1.3841275044923332e-05
0093: Net bilateral aid flows from DAC donors; Germany  (current US$) - WDI,18.820262172856353,1.5192034974084204e-05
0104: Net bilateral aid flows from DAC donors; Korea; Rep.  (current US$) - WDI,18.731199858214897,1.5910315960266355e-05
0249: Interest arrears; private creditors  (current US$) - WDI,18.706585735344497,1.6114783276929965e-05
0092: Net bilateral aid flows from DAC donors; Czech Republic  (current US$) - WDI,18.535516130624622,1.7610757098147147e-05
1929: Out-of-pocket expenditure as a percentage of private expenditure on health - WHO,18.072075829903525,2.2403693479247804e-05
0124: PPG; IDA  (AMT; current US$) - WDI,18.024481081256223,2.2964875887052204e-05
0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI,17.256445505448614,3.4250448271418797e-05
0040: Travel services  (% of service imports; BoP) - WDI,17.124291506307372,3.6692748749496927e-05
0136: Principal arrears; private creditors  (current US$) - WDI,17.089407904437053,3.7366166535107395e-05
0090: Net bilateral aid flows from DAC donors; European Union institutions  (current US$) - WDI,17.006779991613431,3.9011320755966014e-05
0176: External debt stocks; concessional  (DOD; current US$) - WDI,16.918341745601751,4.0853027103787574e-05
0126: PPG; multilateral concessional  (AMT; current US$) - WDI,16.901942446904691,4.1204036308311311e-05
0829: GNI; PPP  (constant 2011 international $) - WDI,16.901227859799807,4.1219400091589538e-05
0828: GNI; PPP  (current international $) - WDI,16.746906519156461,4.4676142308064106e-05
0198: IBRD loans and IDA credits  (DOD; current US$) - WDI,16.648760056638181,4.7024931236466739e-05
0072: Foreign direct investment; net inflows  (% of GDP) - WDI,16.568825372110119,4.9029454357132106e-05
0106: Net bilateral aid flows from DAC donors; Netherlands  (current US$) - WDI,16.520356873117489,5.0286563478076779e-05
0238: PPG; multilateral concessional  (INT; current US$) - WDI,16.474605883279342,5.1502947493240593e-05
0805: GDP; PPP  (current international $) - WDI,16.25043858813628,5.7904959811677084e-05
0806: GDP; PPP  (constant 2011 international $) - WDI,16.195269172150702,5.9599800992675632e-05
1310: Rural population - WDI,15.867505695423448,7.0750810165372694e-05
1771: Primary energy supply - TOT (TOE_1000USD) - OECD,15.784013654346737,7.391282121034821e-05
1231: Labor force; female  (% of total labor force) - WDI,15.579038304412943,8.2292773550175443e-05
0178: PPG; bilateral  (DOD; current US$) - WDI,15.55189704802244,8.3471909767365095e-05
0762: Adjusted savings: carbon dioxide damage  (current US$) - WDI,15.443451645718454,8.8355596036721705e-05
0179: PPG; bilateral concessional  (DOD; current US$) - WDI,15.311088864378963,9.4708244666068223e-05
1301: Population growth  (annual %) - WDI,15.29377695954892,9.5572461503803623e-05
1353: Agricultural raw materials imports  (% of merchandise imports) - WDI,15.103811757897509,0.00010559393179320244
0147: Currency composition of PPG debt; Euro  (%) - WDI,14.924206095019947,0.00011604151655246901
0095: Net bilateral aid flows from DAC donors; Spain  (current US$) - WDI,14.833771013194484,0.00012169031987637635
1897: Fixed-telephone subscriptions - ITU,14.681949658590328,0.00013180374289558749
1313: Urban population growth  (annual %) - WDI,14.613365809800767,0.00013664616974417003
0199: PPG; official creditors  (DOD; current US$) - WDI,14.593299216793628,0.00013809661335652447
0158: PPG; bilateral concessional  (DIS; current US$) - WDI,14.578902722439553,0.00013914676490093343
0226: PPG; bilateral concessional  (INT; current US$) - WDI,14.518185096771759,0.00014366511373849712
0225: PPG; bilateral  (INT; current US$) - WDI,14.379655935730991,0.00015453546782672492
1366: Merchandise imports from low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise imports) - WDI,14.334050300205936,0.00015829262790318673
0195: PPG; multilateral  (DOD; current US$) - WDI,14.204664998420714,0.00016946083927244735
2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO,14.156219891062554,0.00017384405760035226
0117: PPG; bilateral concessional  (AMT; current US$) - WDI,14.061323570882383,0.0001827642273957408
0075: Secondary income receipts  (BoP; current US$) - WDI,14.019183709362071,0.00018687197434351987
0076: Personal transfers; receipts  (BoP; current US$) - WDI,13.907001154977445,0.00019826709734601023
1211: Labor force participation rate; female (% of female population ages 15+)  (modeled ILO estimate) - WDI,13.737936112671118,0.00021677848531826582
0157: PPG; bilateral  (DIS; current US$) - WDI,13.621559444122573,0.00023052497990582081
0091: Net bilateral aid flows from DAC donors; Switzerland  (current US$) - WDI,13.520982177505278,0.00024311197145669982
0116: PPG; bilateral  (AMT; current US$) - WDI,13.498942328749667,0.00024596155324570874
0239: PPG; official creditors  (INT; current US$) - WDI,13.469340666939903,0.00024984192022029292
0087: Net bilateral aid flows from DAC donors; Austria  (current US$) - WDI,13.338576353190779,0.00026773614558858169
0250: Interest forgiven  (current US$) - WDI,13.229397342373373,0.0002836639314644129
1097: Out-of-pocket health expenditure  (% of private expenditure on health) - WDI,12.987008501184425,0.00032253000656043976
0254: Average maturity on new external debt commitments  (years) - WDI,12.954480803926721,0.00032813972927643424
0833: GNI per capita growth  (annual %) - WDI,12.87369484358187,0.0003425019587963412
0237: PPG; multilateral  (INT; current US$) - WDI,12.860709908599718,0.00034486893469313866
0896: Primary education; pupils - WDI,12.856219066964229,0.00034569139136769413
0144: Commitments; official creditors  (COM; current US$) - WDI,12.796579142949367,0.00035680355803157564
0139: Principal rescheduled; official  (current US$) - WDI,12.634394220665344,0.00038888097768077838
0725: Imports of goods and services  (% of GDP) - WDI,12.590361248751506,0.00039808222892183815
0138: Principal rescheduled  (current US$) - WDI,12.503804135522284,0.00041681545253891374
0169: PPG; official creditors  (DIS; current US$) - WDI,12.473532042688324,0.00042357521804800883
0127: PPG; official creditors  (AMT; current US$) - WDI,12.470422445990263,0.00042427583296356753
0167: PPG; multilateral  (DIS; current US$) - WDI,12.441285213230806,0.00043089780104856159
0251: Interest rescheduled (capitalized)  (current US$) - WDI,12.397286069538252,0.00044109581915775017
1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI,12.02697756034147,0.00053718949355759181
0204: PPG; other private creditors  (DOD; current US$) - WDI,11.839796066630466,0.00059355484471190084
1377: Travel services  (% of commercial service imports) - WDI,11.697590998973538,0.00064034382816728164
0125: PPG; multilateral  (AMT; current US$) - WDI,11.689524806392555,0.0006431069205359005
1152: Employment to population ratio; 15+; male (%)  (modeled ILO estimate) - WDI,11.614290641355147,0.00066946631807827234
0265: Net official flows from UN agencies; IAEA  (current US$) - WDI,11.608162020229113,0.00067166110580790404
0717: Gross capital formation  (annual % growth) - WDI,11.553168900394562,0.00069168378721589415
0235: PPG; IBRD  (INT; current US$) - WDI,11.44899236794395,0.00073128425099144325
0207: External debt stocks; long-term public sector  (DOD; current US$) - WDI,11.393626500382453,0.00075325577834360331
0187: External debt stocks; public and publicly guaranteed (PPG)  (DOD; current US$) - WDI,11.359401340227091,0.00076717054681213579
0267: Net financial flows; IMF concessional  (NFL; current US$) - WDI,11.324915388063353,0.00078145440150848759
0252: Interest rescheduled; official  (current US$) - WDI,11.18315149637732,0.00084305534050239407
2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO,11.178092338273814,0.0008453423115838424
0244: PPG; other private creditors  (INT; current US$) - WDI,10.98350063387141,0.00093824093725376908
0899: School enrollment; primary  (% gross) - WDI,10.972753985562099,0.00094366271274324469
0211: Residual; debt stock-flow reconciliation  (current US$) - WDI,10.82455627399974,0.0010217471932417986
0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI,10.799587658870555,0.0010355328987999666
0789: Coal rents  (% of GDP) - WDI,10.632175225528284,0.0011329605335432891
1395: Merchandise exports to low- and middle-income economies in South Asia  (% of total merchandise exports) - WDI,10.409133358438803,0.0012773552992176595
0193: PPG; IBRD  (DOD; current US$) - WDI,10.39187155434945,0.0012892793690546238
0201: PPG; commercial banks  (DOD; current US$) - WDI,10.096418860523608,0.0015117966701852124
1320: International tourism; receipts  (% of total exports) - WDI,10.066978244236376,0.0015360018693583678
0214: Debt stock reduction  (current US$) - WDI,9.9708682247713831,0.0016177906177337002
0123: PPG; IBRD  (AMT; current US$) - WDI,9.9321195596288749,0.0016520021006348269
0255: Average maturity on new external debt commitments; official  (years) - WDI,9.9244982001046118,0.0016588169276730109
0141: Commitments; public and publicly guaranteed  (COM; current US$) - WDI,9.850460787422243,0.001726521670204115
0185: External debt stocks; long-term  (DOD; current US$) - WDI,9.8455668191738628,0.0017310945890933035
0008: Arable land  (% of land area) - WDI,9.7762661251674547,0.0017971838169677933
0163: Disbursements on external debt; public and publicly guaranteed (PPG)  (DIS; current US$) - WDI,9.6768094232286401,0.0018965323396736701
0243: PNG; commercial banks and other creditors  (INT; current US$) - WDI,9.6131099814874048,0.0019630727732563935
1217: Labor force participation rate; total (% of total population ages 15+)  (modeled ILO estimate) - WDI,9.5742410039165105,0.0020048344314310446
0803: GDP growth  (annual %) - WDI,9.5524689383024999,0.0020286196650079755
0132: PPG; other private creditors  (AMT; current US$) - WDI,9.5093978069132525,0.002076520698445365
0142: Commitments; IBRD  (COM; current US$) - WDI,9.5055984256670119,0.0020808008563826864
0230: IMF charges  (INT; current US$) - WDI,9.4918320119746546,0.0020963844376011807
0173: PNG; commercial banks and other creditors  (DIS; current US$) - WDI,9.4064800229103671,0.0021956834515495351
0017: Forest area  (% of land area) - WDI,9.363886027136795,0.0022470107751983311
0165: PPG; IBRD  (DIS; current US$) - WDI,9.33971298024648,0.0022766804515497252
0241: PPG; commercial banks  (INT; current US$) - WDI,9.324161057901776,0.0022959786904841908
0133: PPG; private creditors  (AMT; current US$) - WDI,9.2813703694273855,0.0023499391754463819
0180: External debt stocks; total  (DOD; current US$) - WDI,9.2581084921829149,0.0023798118283425589
0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI,9.2349759097348407,0.0024099010196913114
0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,9.2342859382999016,0.0024108043959318167
1334: Share of tariff lines with specific rates; manufactured products  (%) - WDI,9.2188877464150707,0.0024310549231206934
0203: PNG; commercial banks and other creditors  (DOD; current US$) - WDI,9.21698021738416,0.0024335755598340137
2772: Merchandise trade-Exports-Total merchandise (Value index - Previous year = 100) - WTO,9.1735075911935695,0.0024917463031071756
0184: Use of IMF credit  (DOD; current US$) - WDI,9.0546696240514084,0.0026580791470867423
0231: Interest payments on external debt; long-term  (INT; current US$) - WDI,9.0395546370579716,0.0026800289232759046
0233: Interest payments on external debt; public and publicly guaranteed (PPG)  (INT; current US$) - WDI,9.0371615685406166,0.002683520957848635
0160: Disbursements on external debt; long-term + IMF  (DIS; current US$) - WDI,8.9605748659155804,0.0027977552104219215
0156: Debt forgiveness or reduction  (current US$) - WDI,8.9501300023512353,0.0028137129657768338
0129: PPG; commercial banks  (AMT; current US$) - WDI,8.9138631050480424,0.0028698438452550829
0161: Disbursements on external debt; long-term  (DIS; current US$) - WDI,8.8888045431503677,0.0029092912518705904
0232: Interest payments on external debt; private nonguaranteed (PNG)  (INT; current US$) - WDI,8.8110452911454509,0.0030352463320641025
0212: External debt stocks; variable rate  (DOD; current US$) - WDI,8.7399592831279307,0.0031552415834710272
0227: Interest payments on external debt; total  (INT; current US$) - WDI,8.7284568089377252,0.003175106849355484
0162: Disbursements on external debt; private nonguaranteed (PNG)  (DIS; current US$) - WDI,8.7033858925047891,0.0032188474297641227
0186: External debt stocks; private nonguaranteed (PNG)  (DOD; current US$) - WDI,8.6400347702519067,0.0033321266068088383
0205: External debt stocks; long-term private sector  (DOD; current US$) - WDI,8.6132795674466802,0.0033811785782491399
0734: Agriculture; value added  (annual % growth) - WDI,8.5521380624377983,0.0034960500735133943
0181: Total change in external debt stocks  (current US$) - WDI,8.5502231272357072,0.0034997112822716015
