2707,score,p-value
0754: Services; etc.; value added  (current US$) - WDI,104.18472584803068,1.1945432007481478e-23
0800: GDP  (current US$) - WDI,102.92644963544177,2.158543553680077e-23
1328: Import volume index  (2000 = 100) - WDI,102.54571875314706,2.5820199345928461e-23
0823: GNI  (current US$) - WDI,101.99274165435223,3.3496151317131461e-23
0730: Trade  (% of GDP) - WDI,101.50633371618136,4.2117401083304074e-23
1368: Merchandise imports from low- and middle-income economies in South Asia  (% of total merchandise imports) - WDI,100.07244843127403,8.2773716578146458e-23
0778: Adjusted net national income  (current US$) - WDI,99.058921990372397,1.3350361833811083e-22
1301: Population growth  (annual %) - WDI,98.553647397363022,1.6945253334593174e-22
0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI,98.439929329815939,1.7879684148889735e-22
1049: Number of maternal deaths - WDI,97.975972227008498,2.2258208828826815e-22
1395: Merchandise exports to low- and middle-income economies in South Asia  (% of total merchandise exports) - WDI,93.683350501143082,1.6953451290199223e-21
2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO,93.477169212562885,1.86932204502885e-21
0790: Inflation; GDP deflator  (annual %) - WDI,92.805380462881843,2.5701905611547808e-21
0078: Personal remittances; received  (% of GDP) - WDI,92.201291885592198,3.4227296399801594e-21
0027: Livestock production index  (2004-2006 = 100) - WDI,90.519549963098001,7.6036500696765195e-21
0152: Currency composition of PPG debt; SDR  (%) - WDI,87.235291944433456,3.6250062561006581e-20
0847: Net current transfers from abroad  (current US$) - WDI,86.642146991874498,4.8083541099116608e-20
1026: Women's share of population ages 15+ living with HIV  (%) - WDI,86.630121749618937,4.8359786376724715e-20
0098: Net bilateral aid flows from DAC donors; United Kingdom  (current US$) - WDI,85.598275457786627,7.9077698080857555e-20
0134: Principal arrears; long-term DOD  (US$) - WDI,84.819427572709088,1.1465021133990285e-19
0757: Services; etc.; value added  (annual % growth) - WDI,84.632387610968095,1.2535190528209391e-19
0096: Net bilateral aid flows from DAC donors; Finland  (current US$) - WDI,84.026584911335789,1.6737772328706716e-19
1360: Merchandise imports from economies in the Arab World  (% of total merchandise imports) - WDI,84.015035597861228,1.6830309905195743e-19
1403: High-technology exports  (current US$) - WDI,83.573817899254664,2.077705684987898e-19
1327: Merchandise trade  (% of GDP) - WDI,82.508967388134991,3.4556342387182558e-19
0716: Gross capital formation  (constant 2005 US$) - WDI,80.943211104824798,7.307170489443947e-19
1359: Ores and metals imports  (% of merchandise imports) - WDI,80.334059483804523,9.7810914184672956e-19
2722: Merchandise trade-Exports-Fuels and mining products (US dollar at current prices) - WTO,80.182470222825657,1.0517472267059777e-18
0745: Industry; value added  (constant 2005 US$) - WDI,79.697573017019039,1.3267081990972252e-18
1094: Newborns protected against tetanus  (%) - WDI,79.657863760218603,1.3521882433082476e-18
0031: Communications; computer; etc.  (% of service imports; BoP) - WDI,79.436558645967907,1.5034393047182092e-18
0248: Interest arrears; official creditors  (current US$) - WDI,78.840534526847819,2.0005391519951131e-18
0106: Net bilateral aid flows from DAC donors; Netherlands  (current US$) - WDI,77.175528117352457,4.4466981638853714e-18
1358: Manufactures imports  (% of merchandise imports) - WDI,75.304374046273637,1.0925718454233036e-17
0058: Technical cooperation grants  (BoP; current US$) - WDI,73.891125635892479,2.1563892754027104e-17
2793: Balance of Payments-Exports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,73.477813954196421,2.6311706237183544e-17
0246: Interest arrears; long-term DOD  (US$) - WDI,71.821345750525381,5.8454047412038278e-17
0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,71.541742849232392,6.6892622160219042e-17
1100: Health expenditure; private  (% of GDP) - WDI,71.399999106987266,7.1626250330138956e-17
0094: Net bilateral aid flows from DAC donors; Denmark  (current US$) - WDI,69.567333960465646,1.7351023107313121e-16
1372: Merchandise imports from low- and middle-income economies within region  (% of total merchandise imports) - WDI,69.410307916421317,1.8718752872934212e-16
2799: Balance of Payments-Exports-Government goods and services n.i.e. (US dollar at current prices) - WTO,69.046817771471197,2.2313740076553235e-16
0075: Secondary income receipts  (BoP; current US$) - WDI,67.83953962842368,4.0008305765098771e-16
2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,67.612176953710573,4.4661742518241621e-16
0074: Portfolio equity; net inflows  (BoP; current US$) - WDI,67.421155425149394,4.8988103837656655e-16
0981: Tertiary education; academic staff  (% female) - WDI,65.573590771756145,1.1990048221074296e-15
1170: Employment in industry  (% of total employment) - WDI,65.132138335387523,1.4852441866867973e-15
1023: Number of under-five deaths - WDI,64.789636068000632,1.7537175878754876e-15
1367: Merchandise imports from low- and middle-income economies in Middle East & North Africa  (% of total merchandise imports) - WDI,64.629195251392687,1.8957041873538186e-15
0933: Children out of school; primary; female - WDI,64.318418871409762,2.2043306195721577e-15
1349: Tariff rate; most favored nation; simple mean; primary products  (%) - WDI,64.25398671474494,2.2743651396172277e-15
1406: Travel services  (% of commercial service exports) - WDI,64.204713537219646,2.329423190326538e-15
0150: Currency composition of PPG debt; Multiple currencies  (%) - WDI,61.972694700129637,6.8914445313871659e-15
0100: Net bilateral aid flows from DAC donors; Ireland  (current US$) - WDI,61.563334192299848,8.410256738000558e-15
0743: Industry; value added  (current US$) - WDI,61.349757825955749,9.3315007506436578e-15
0742: Manufacturing; value added  (% of GDP) - WDI,61.220074197815485,9.9395386918438259e-15
1399: Merchandise exports to low- and middle-income economies within region  (% of total merchandise exports) - WDI,61.164353810004044,1.0212836145484149e-14
0817: Gross domestic savings  (current US$) - WDI,60.526962237441147,1.3929770997178764e-14
0785: Adjusted net savings; including particulate emission damage  (% of GNI) - WDI,60.495925614240015,1.4141964491254235e-14
0082: Listed domestic companies; total - WDI,60.182559697666882,1.6474514802596245e-14
0932: Children out of school; primary - WDI,59.512869415809433,2.2833521735617987e-14
0025: Crop production index  (2004-2006 = 100) - WDI,58.06439760621187,4.6290554533290071e-14
1021: Number of infant deaths - WDI,57.899820262496846,5.0163950139404419e-14
0714: Gross capital formation  (current US$) - WDI,56.88600043306252,8.2318625918551605e-14
0837: Gross savings  (current US$) - WDI,56.36545161278228,1.0617612072353677e-13
1212: Ratio of female to male labor force participation rate (%)  (national estimate) - WDI,54.006911830749296,3.3691767229640335e-13
0737: Manufacturing; value added  (current US$) - WDI,53.296895641099027,4.7722630793841393e-13
1207: Labor force participation rate; female (% of female population ages 15-64)  (modeled ILO estimate) - WDI,52.338591935353101,7.6378324084743177e-13
1209: Labor force participation rate; total (% of total population ages 15-64)  (modeled ILO estimate) - WDI,52.125463584763835,8.4805049551804352e-13
0787: Adjusted net savings; excluding particulate emission damage  (% of GNI) - WDI,50.004798522227915,2.405560512667517e-12
0166: PPG; IDA  (DIS; current US$) - WDI,49.92425938360617,2.5028355219185314e-12
2815: Balance of Payments-Imports-Insurance and pension services (US dollar at current prices) - WTO,49.338645144834572,3.3393115894476823e-12
0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI,49.144517171128626,3.6743907993118497e-12
1387: Merchandise exports to economies in the Arab World  (% of total merchandise exports) - WDI,48.960917802583509,4.02225233269709e-12
0803: GDP growth  (annual %) - WDI,48.829759008160238,4.290792333599258e-12
0107: Net bilateral aid flows from DAC donors; Norway  (current US$) - WDI,47.699454635643654,7.4918305901318063e-12
2814: Balance of Payments-Imports-Construction (US dollar at current prices) - WTO,46.826315160549036,1.1528438518603687e-11
0034: Insurance and financial services  (% of service imports; BoP) - WDI,46.080112226858262,1.6667976761417205e-11
0151: Currency composition of PPG debt; all other currencies  (%) - WDI,46.051773924087968,1.6903087205600268e-11
0935: Children out of school; primary; male - WDI,45.896096766930597,1.8255232413187531e-11
0042: Foreign direct investment; net outflows  (% of GDP) - WDI,45.639759275133137,2.0721991155648424e-11
0143: Commitments; IDA  (COM; current US$) - WDI,45.191918990230917,2.586041923432536e-11
0154: Currency composition of PPG debt; Pound sterling  (%) - WDI,45.182635233601737,2.5979476226598841e-11
0030: Trade in services  (% of GDP) - WDI,45.060665970711497,2.7595626102933169e-11
0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,44.927042726058133,2.9482111153274753e-11
0088: Net bilateral aid flows from DAC donors; Belgium  (current US$) - WDI,44.104681118709813,4.4299302376127254e-11
1378: Net barter terms of trade index  (2000 = 100) - WDI,43.370637356432006,6.3736015184306824e-11
1214: Labor force participation rate; male (% of male population ages 15+)  (national estimate) - WDI,42.695412791864847,8.9090768221103236e-11
1139: Employment to population ratio; ages 15-24; male (%)  (modeled ILO estimate) - WDI,41.832552630564237,1.3673116571891906e-10
1929: Out-of-pocket expenditure as a percentage of private expenditure on health - WHO,41.777356217851853,1.4053177366125621e-10
0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI,41.756984432688242,1.4196109603331406e-10
1401: Computer; communications and other services  (% of commercial service exports) - WDI,39.757467597252337,3.8375816502124088e-10
0746: Industry; value added  (annual % growth) - WDI,39.205049730157597,5.0532051188161045e-10
2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO,38.810516531929942,6.151356947419559e-10
1149: Employment to population ratio; 15+; female (%)  (national estimate) - WDI,38.748080612454345,6.3458570168366519e-10
1025: Number of neonatal deaths - WDI,38.743635103342726,6.359938516810019e-10
1279: Death rate; crude  (per 1;000 people) - WDI,38.620588201619192,6.7623834137606549e-10
1357: Insurance and financial services  (% of commercial service imports) - WDI,38.613089359340883,6.787719177301069e-10
1027: Prevalence of HIV; total  (% of population ages 15-49) - WDI,38.59891413037181,6.835872209417493e-10
0083: Stocks traded; total value  (current US$) - WDI,37.590821068128108,1.1305021369264508e-09
1952: Number of neonatal deaths (thousands) - WHO,37.165677034519135,1.3979664629023878e-09
1204: Labor force participation rate for ages 15-24; male (%)  (modeled ILO estimate) - WDI,36.179371667621687,2.2890513700825487e-09
0829: GNI; PPP  (constant 2011 international $) - WDI,36.047737808814254,2.4448891583413037e-09
0806: GDP; PPP  (constant 2011 international $) - WDI,35.535020984024406,3.1602420828601718e-09
1771: Primary energy supply - TOT (TOE_1000USD) - OECD,35.353378372945819,3.4612042363555289e-09
0828: GNI; PPP  (current international $) - WDI,35.120184545096407,3.8901028027399193e-09
1900: Fixed-broadband subscriptions - ITU,34.879344470290746,4.3891044078908479e-09
1210: Labor force participation rate; female (% of female population ages 15+)  (national estimate) - WDI,34.861507576588963,4.4285191181155218e-09
0805: GDP; PPP  (current international $) - WDI,34.755613438231734,4.669935147834814e-09
0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI,34.634197736508803,4.9630238692547204e-09
2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,34.416575141419329,5.5352877359997493e-09
0826: GNI growth  (annual %) - WDI,34.222344886148235,6.101718133331032e-09
0763: Adjusted savings: carbon dioxide damage  (% of GNI) - WDI,33.818298597747813,7.473246994468517e-09
1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (% of total merchandise imports) - WDI,33.415370444199944,9.1490193409330335e-09
1038: Prevalence of HIV; male  (% ages 15-24) - WDI,33.292579475407116,9.7310909143575431e-09
0093: Net bilateral aid flows from DAC donors; Germany  (current US$) - WDI,32.463898310727508,1.4759364760285201e-08
1091: Tuberculosis treatment success rate  (% of new cases) - WDI,32.284263543301606,1.6155220763929372e-08
1037: Prevalence of HIV; female  (% ages 15-24) - WDI,32.272409991144478,1.6251855384106243e-08
0104: Net bilateral aid flows from DAC donors; Korea; Rep.  (current US$) - WDI,31.664118655408767,2.207398284088336e-08
1097: Out-of-pocket health expenditure  (% of private expenditure on health) - WDI,31.071315543890197,2.9757339771335739e-08
0095: Net bilateral aid flows from DAC donors; Spain  (current US$) - WDI,30.957244845580327,3.1518700410720866e-08
0070: Travel services  (% of service exports; BoP) - WDI,30.807715845699228,3.3986974490193428e-08
1217: Labor force participation rate; total (% of total population ages 15+)  (modeled ILO estimate) - WDI,30.766031941444965,3.4708987356469729e-08
0851: DEC alternative conversion factor  (LCU per US$) - WDI,29.840899654114629,5.5363047158767236e-08
1380: Agricultural raw materials exports  (% of merchandise exports) - WDI,29.41139324976109,6.8780956208726969e-08
0136: Principal arrears; private creditors  (current US$) - WDI,29.273634140507166,7.3741447593197017e-08
0005: Agricultural land  (% of land area) - WDI,28.5961325330391,1.0388509570449481e-07
0791: GDP deflator  (base year varies by country) - WDI,28.196143939514588,1.2720665021450187e-07
0052: Foreign direct investment; net  (BoP; current US$) - WDI,28.09692600308518,1.3376337857655121e-07
0060: ICT service exports  (% of service exports; BoP) - WDI,28.058898327277312,1.3636538254117165e-07
0091: Net bilateral aid flows from DAC donors; Switzerland  (current US$) - WDI,27.595253418098675,1.7248918575364594e-07
0815: Oil rents  (% of GDP) - WDI,27.48427175804683,1.8247522310015652e-07
0010: Permanent cropland  (% of land area) - WDI,27.462075255581674,1.8454103018787245e-07
1394: Merchandise exports to low- and middle-income economies in Middle East & North Africa  (% of total merchandise exports) - WDI,27.429253257167041,1.8763883612401565e-07
0126: PPG; multilateral concessional  (AMT; current US$) - WDI,27.401418378167438,1.9030681211377309e-07
1231: Labor force; female  (% of total labor force) - WDI,27.315231147389731,1.9881175807627909e-07
0853: PPP conversion factor; GDP  (LCU per international $) - WDI,26.253478124505079,3.4088294858139708e-07
0102: Net bilateral aid flows from DAC donors; Italy  (current US$) - WDI,25.85492718980985,4.1747052856957068e-07
2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,25.770579798640757,4.357755407948685e-07
0717: Gross capital formation  (annual % growth) - WDI,25.751589479274873,4.4000670529046495e-07
0007: Arable land  (hectares per person) - WDI,25.549242209459404,4.8773440752750055e-07
0072: Foreign direct investment; net inflows  (% of GDP) - WDI,25.047504196596218,6.2973656151530111e-07
0769: Adjusted savings: mineral depletion  (% of GNI) - WDI,24.180816325417993,9.7977026679496441e-07
0839: Gross savings  (% of GNI) - WDI,24.093504866662219,1.024430601900943e-06
0775: Adjusted savings: gross savings  (% of GNI) - WDI,24.093415007733544,1.0244776027481238e-06
1039: Antiretroviral therapy coverage  (% of people living with HIV) - WDI,23.819246886536643,1.1784559411010684e-06
1265: Refugee population by country or territory of asylum - WDI,23.621982069821112,1.3034348852534989e-06
1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,23.323673656481791,1.5181842305891376e-06
1236: Unemployment; youth male (% of male labor force ages 15-24)  (modeled ILO estimate) - WDI,23.12549870172262,1.6801603264633383e-06
2776: Merchandise trade-Imports-Total merchandise (Volume index - Previous year = 100) - WTO,23.102036027664528,1.7004523086072964e-06
0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,23.055772093202453,1.7411883449034646e-06
1381: Food exports  (% of merchandise exports) - WDI,23.045425471540437,1.7504319915520911e-06
0048: Net primary income  (BoP; current US$) - WDI,22.591691095550392,2.2082037164543182e-06
1154: Employment to population ratio; 15+; total (%)  (modeled ILO estimate) - WDI,22.246285104908488,2.6358212747473525e-06
2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO,22.076488812125845,2.8756129429731936e-06
0771: Adjusted savings: energy depletion  (% of GNI) - WDI,21.850674971504965,3.2288222086810564e-06
0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,21.671646140254722,3.5395921274705424e-06
0090: Net bilateral aid flows from DAC donors; European Union institutions  (current US$) - WDI,21.660800031927479,3.5593573732674977e-06
0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI,21.221105425477617,4.4613441843879082e-06
0040: Travel services  (% of service imports; BoP) - WDI,21.190613117539662,4.5318178294255017e-06
1400: Export value index  (2000 = 100) - WDI,21.173219690887478,4.5725173858384514e-06
0900: School enrollment; primary; female  (% gross) - WDI,20.99311540783183,5.0161678676437907e-06
0725: Imports of goods and services  (% of GDP) - WDI,20.553130702629886,6.290680384758666e-06
0799: Mineral rents  (% of GDP) - WDI,19.802779507754281,9.2607708331056935e-06
0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI,19.48170817322999,1.0929933107634762e-05
0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI,19.413545763305279,1.1321525622840949e-05
1397: Merchandise exports by the reporting economy; residual  (% of total merchandise exports) - WDI,19.20536502113092,1.2607068313523591e-05
0740: Manufacturing; value added  (annual % growth) - WDI,18.312211163987001,2.0014002759920654e-05
0092: Net bilateral aid flows from DAC donors; Czech Republic  (current US$) - WDI,18.30381910143603,2.0101223126027186e-05
0841: Net income from abroad  (current US$) - WDI,18.282276942632766,2.0326869670063406e-05
0105: Net bilateral aid flows from DAC donors; Luxembourg  (current US$) - WDI,18.249084727135148,2.067954479742889e-05
0811: GDP per capita growth  (annual %) - WDI,18.173608214448318,2.1504587324261981e-05
2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,18.142555944666523,2.1853564964782909e-05
1365: Merchandise imports from low- and middle-income economies in Europe & Central Asia  (% of total merchandise imports) - WDI,18.113238819734445,2.2188270027640552e-05
0764: Adjusted savings: net forest depletion  (current US$) - WDI,17.269083853002581,3.4392405692350643e-05
0053: Portfolio Investment; net  (BoP; current US$) - WDI,17.137651356101607,3.6825225014000556e-05
0951: Secondary education; vocational pupils  (% female) - WDI,17.058131123125079,3.8380511614621275e-05
0087: Net bilateral aid flows from DAC donors; Austria  (current US$) - WDI,16.568430612218428,4.9528321252808302e-05
1254: Unemployment; female (% of female labor force)  (national estimate) - WDI,16.171803667898221,6.0910160714539588e-05
0117: PPG; bilateral concessional  (AMT; current US$) - WDI,16.090900138517068,6.3537543249361686e-05
0891: Primary school starting age  (years) - WDI,15.077164309759644,0.00010797525930873245
1255: Unemployment; female (% of female labor force)  (modeled ILO estimate) - WDI,15.011855213652016,0.0001117358500605749
0124: PPG; IDA  (AMT; current US$) - WDI,14.76546121229714,0.00012715190348103919
0833: GNI per capita growth  (annual %) - WDI,14.546386502067364,0.00014265225957943423
0076: Personal transfers; receipts  (BoP; current US$) - WDI,13.877225935018496,0.00020284547282591942
1310: Rural population - WDI,13.550969814151841,0.00024092215591402154
0780: Adjusted net national income  (annual % growth) - WDI,13.305309385815013,0.00027428945803663693
0116: PPG; bilateral  (AMT; current US$) - WDI,13.121453527486389,0.0003022829879903425
0772: Adjusted savings: particulate emission damage  (current US$) - WDI,12.508931853103846,0.00041812597703486424
1897: Fixed-telephone subscriptions - ITU,12.464940928171844,0.00042799988587063323
2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,12.287340981079463,0.00047031796792491171
1334: Share of tariff lines with specific rates; manufactured products  (%) - WDI,12.177452160337706,0.00049859519484233693
2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO,12.162494035478279,0.00050257495782869677
0896: Primary education; pupils - WDI,11.920045596953008,0.00057174974976085516
2807: Balance of Payments-Imports-Government goods and services n.i.e. (US dollar at current prices) - WTO,11.644152128186628,0.00066226774567525247
1770: Primary energy supply - TOT (MLN_TOE) - OECD,11.3798812174334,0.00076255724998784875
1783: Renewable energy - TOT (KTOE) - OECD,11.379795098144104,0.00076259231971049146
2771: Merchandise trade-Exports-Total merchandise (Unit value index - Prev. year = 100) - WTO,11.169197684693501,0.00085342686777910618
1377: Travel services  (% of commercial service imports) - WDI,10.661897401700614,0.0011198870756275834
0069: Transport services  (% of service exports; BoP) - WDI,10.554564877530991,0.0011862991702124496
0734: Agriculture; value added  (annual % growth) - WDI,10.50286507489206,0.0012196987450494073
0777: Adjusted savings: net national savings  (% of GNI) - WDI,10.178541984355689,0.001452110516769217
1238: Unemployment; youth total (% of total labor force ages 15-24)  (modeled ILO estimate) - WDI,9.7045930996529499,0.0018751067314782947
0723: Imports of goods and services  (annual % growth) - WDI,9.6258611935156555,0.001956634967541246
0017: Forest area  (% of land area) - WDI,9.4962170716744154,0.0020988055319037307
1363: Merchandise imports from low- and middle-income economies outside region  (% of total merchandise imports) - WDI,9.1242834829824364,0.0025677374076146977
0127: PPG; official creditors  (AMT; current US$) - WDI,9.0728477128425133,0.0026404894930614677
1141: Employment to population ratio; ages 15-24; total (%)  (modeled ILO estimate) - WDI,8.5486710956344911,0.0035129138317284408
1151: Employment to population ratio; 15+; male (%)  (national estimate) - WDI,7.9713277520348242,0.0048191633888247402
1326: International tourism; expenditures  (% of total imports) - WDI,7.7116082150558789,0.0055592650705159003
0137: Principal forgiven  (current US$) - WDI,7.1623274373818724,0.0075312554018497789
1432: Air and GHG emissions - CO2 (MLN_TONNE) - OECD,7.1293497460453601,0.0076702997098776907
1379: Export volume index  (2000 = 100) - WDI,7.0454649793878126,0.0080359520270176805
0051: Net errors and omissions  (BoP; current US$) - WDI,6.9533627776385183,0.0084580401530607568
0783: Adjusted net national income per capita  (annual % growth) - WDI,6.835687271680273,0.0090305876832760153
0748: Industry; value added  (% of GDP) - WDI,6.8260399380036141,0.0090792541916903755
0942: Secondary education; duration  (years) - WDI,6.4298920335112468,0.011328696469840225
0762: Adjusted savings: carbon dioxide damage  (current US$) - WDI,6.2869651998740341,0.012274519190252277
1382: Fuel exports  (% of merchandise exports) - WDI,5.6619915000702656,0.017468712183420811
2774: Merchandise trade-Imports-Total merchandise (Unit value index - Prev. year = 100) - WTO,5.5369182220830861,0.018755974934619439
0125: PPG; multilateral  (AMT; current US$) - WDI,5.2703120955249974,0.021838194946432212
0008: Arable land  (% of land area) - WDI,5.2091056170310255,0.022617156930462845
1393: Merchandise exports to low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise exports) - WDI,4.7427396153826482,0.029587346600265848
0132: PPG; other private creditors  (AMT; current US$) - WDI,4.6048477283452609,0.032051847424924347
0732: Agriculture; value added  (current LCU) - WDI,4.4706315016034601,0.034657241699492199
1304: Population; total - WDI,4.4413417262063044,0.035254714571900582
0712: Changes in inventories  (current LCU) - WDI,4.3819009637250597,0.036500631827148002
0848: Net current transfers from abroad  (current LCU) - WDI,4.3749716641019702,0.036648848563578036
0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI,4.2889219940664569,0.038542936022477055
0049: Net trade in goods and services  (BoP; current US$) - WDI,4.2689044725096732,0.038998106330928026
1386: Ores and metals exports  (% of merchandise exports) - WDI,4.2549764679470226,0.039318136649422158
0099: Net bilateral aid flows from DAC donors; Greece  (current US$) - WDI,3.981576401000734,0.046192493332685602
1206: Labor force participation rate for ages 15-24; total (%)  (modeled ILO estimate) - WDI,3.9297729687055036,0.04763206059564213
0809: GDP per capita  (current LCU) - WDI,3.814541136000047,0.051006955910253941
0850: Terms of trade adjustment  (constant LCU) - WDI,3.7986652586963543,0.051491394351101463
0852: Official exchange rate  (LCU per US$; period average) - WDI,3.5507328534821418,0.059724572471842201
0831: GNI per capita  (current LCU) - WDI,3.5494123634924333,0.059771994885311881
0744: Industry; value added  (current LCU) - WDI,3.4806934440379163,0.062296097389960337
0046: Current account balance  (% of GDP) - WDI,3.4655243500781241,0.062868434970805298
1355: Fuel imports  (% of merchandise imports) - WDI,3.4587164705740907,0.06312712104020729
0073: Primary income on FDI; payments  (current US$) - WDI,3.2928712800474953,0.069793513148409411
0846: Net taxes on products  (constant LCU) - WDI,3.1956446267185368,0.074049205769112725
0768: Adjusted savings: mineral depletion  (current US$) - WDI,3.1153566975778992,0.077773785690276931
0818: Gross domestic savings  (current LCU) - WDI,3.0967148715672366,0.078667128390313423
2772: Merchandise trade-Exports-Total merchandise (Value index - Previous year = 100) - WTO,3.0810940171885419,0.079424221016363483
0901: School enrollment; primary; male  (% gross) - WDI,3.0676510124798591,0.080082052935811179
0726: External balance on goods and services  (current US$) - WDI,3.0037083646577734,0.083292639346021546
0715: Gross capital formation  (current LCU) - WDI,2.9979574871238768,0.08358813741507222
0735: Agriculture; value added  (constant LCU) - WDI,2.9707931163152939,0.084999340289779596
1353: Agricultural raw materials imports  (% of merchandise imports) - WDI,2.941927805350558,0.086527222413123966
0842: Net income from abroad  (current LCU) - WDI,2.9412410040349699,0.086563936211614678
1391: Merchandise exports to low- and middle-income economies in East Asia & Pacific  (% of total merchandise exports) - WDI,2.9337791372276625,0.086963909226949687
0801: GDP  (current LCU) - WDI,2.8737132505932315,0.090257548596103326
0824: GNI  (current LCU) - WDI,2.8290810406981923,0.092792587769925494
1153: Employment to population ratio; 15+; total (%)  (national estimate) - WDI,2.794858711174169,0.094788825382410083
0899: School enrollment; primary  (% gross) - WDI,2.7152019592834886,0.099619033377460656
0895: Primary education; duration  (years) - WDI,2.3738491406693272,0.12360671691858624
1208: Labor force participation rate; male (% of male population ages 15-64)  (modeled ILO estimate) - WDI,2.2972891035976,0.12982399677160386
0793: Discrepancy in expenditure estimate of GDP  (constant LCU) - WDI,2.273158090759456,0.13185528136836611
1232: Labor force; total - WDI,2.2629298505497615,0.13272696042827023
0123: PPG; IBRD  (AMT; current US$) - WDI,2.2430701725128266,0.13443792150963638
0776: Adjusted savings: net national savings  (current US$) - WDI,2.2043934007158592,0.13784137654204895
1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI,2.1573341034695805,0.1421135757080888
2751: Merchandise trade-Exports-Clothing (US dollar at current prices) - WTO,2.0923012321514975,0.14826501954153579
0755: Services; etc.; value added  (current LCU) - WDI,2.0663539532138442,0.1508028576700077
0133: PPG; private creditors  (AMT; current US$) - WDI,1.9882058997529672,0.15874898265419951
1216: Labor force participation rate; total (% of total population ages 15+)  (national estimate) - WDI,1.9184449284299574,0.16624712864533281
0002: Fertilizer consumption  (% of fertilizer production) - WDI,1.8720809982007145,0.17145476054149794
0733: Agriculture; value added  (constant 2005 US$) - WDI,1.7919995279133132,0.18089837075982473
0927: Primary education; teachers - WDI,1.77218358837676,0.18332711648061581
1258: Unemployment; total (% of total labor force)  (national estimate) - WDI,1.7374620470445004,0.18767466453753848
1390: Merchandise exports to low- and middle-income economies outside region  (% of total merchandise exports) - WDI,1.7227632888981661,0.18955119020175709
0747: Industry; value added  (constant LCU) - WDI,1.7065327427004817,0.1916487473510062
2773: Merchandise trade-Exports-Total merchandise (Volume index - Previous year = 100) - WTO,1.6874081877509615,0.19415520630725519
0129: PPG; commercial banks  (AMT; current US$) - WDI,1.683041879667299,0.19473281805647488
0943: Secondary education; pupils - WDI,1.6638467436848241,0.19729611099024569
0945: Secondary education; general pupils - WDI,1.6059103897444804,0.20527673812525823
0792: Discrepancy in expenditure estimate of GDP  (current LCU) - WDI,1.5692567411494536,0.21052255615956156
0795: Gross value added at factor cost  (current LCU) - WDI,1.5615182887305308,0.21165028662781804
0718: Gross capital formation  (constant LCU) - WDI,1.5285067584201519,0.21654245031589606
0028: Surface area  (sq. km) - WDI,1.4858571933305795,0.22306409802877331
1259: Unemployment; total (% of total labor force)  (modeled ILO estimate) - WDI,1.4635061771744218,0.2265757140634839
0024: Cereal production  (metric tons) - WDI,1.4585938728276424,0.22735637542169418
0727: External balance on goods and services  (current LCU) - WDI,1.4472673261508902,0.22916875590249036
0807: Natural gas rents  (% of GDP) - WDI,1.4022045526056399,0.23655424007494907
1211: Labor force participation rate; female (% of female population ages 15+)  (modeled ILO estimate) - WDI,1.3927290730571498,0.23814368077405565
0016: Forest area  (sq. km) - WDI,1.3173832006509083,0.2512567870614037
1202: Labor force participation rate for ages 15-24; female (%)  (modeled ILO estimate) - WDI,1.2853577988713802,0.25709780121761233
0721: Imports of goods and services  (current LCU) - WDI,1.2433333874629058,0.26501947169180351
0804: GDP  (constant LCU) - WDI,1.2304634568690158,0.26750594637146019
0020: Land area  (sq. km) - WDI,1.1910347629289748,0.27530724922978672
0118: IMF repurchases  (AMT; current US$) - WDI,1.1776965751865325,0.27801080212601892
0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI,1.1433256533187908,0.28513357960824237
