808,score,p-value
0032: Primary income payments  (BoP; current US$) - WDI,48.817040650035686,3.9283944100377003e-12
0837: Gross savings  (current US$) - WDI,48.182755638626524,5.3830576739562695e-12
0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,47.76847243525777,6.6135166758944823e-12
0757: Services; etc.; value added  (annual % growth) - WDI,46.935728919598098,1.0005658259889341e-11
1368: Merchandise imports from low- and middle-income economies in South Asia  (% of total merchandise imports) - WDI,45.004906720601234,2.6164698258071741e-11
0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,44.820697310811809,2.8680404028154335e-11
0796: Gross value added at factor cost  (constant 2005 US$) - WDI,44.811032952191987,2.8818885348122192e-11
1399: Merchandise exports to low- and middle-income economies within region  (% of total merchandise exports) - WDI,43.803900734112538,4.7619813257349784e-11
0083: Stocks traded; total value  (current US$) - WDI,43.587209605816348,5.3057204069798389e-11
1356: ICT goods imports  (% total goods imports) - WDI,43.374118645075534,5.901072039068976e-11
1027: Prevalence of HIV; total  (% of population ages 15-49) - WDI,42.790301843593497,7.8980899290412919e-11
1216: Labor force participation rate; total (% of total population ages 15+)  (national estimate) - WDI,42.314407039804173,1.0017706586029808e-10
0794: Gross value added at factor cost  (current US$) - WDI,41.744993612719263,1.3315906308162416e-10
1359: Ores and metals imports  (% of merchandise imports) - WDI,41.739439591251696,1.3352934048771007e-10
0059: ICT service exports  (BoP; current US$) - WDI,41.719480470694229,1.3486851903295524e-10
1259: Unemployment; total (% of total labor force)  (modeled ILO estimate) - WDI,41.632786673571651,1.408432924011526e-10
1355: Fuel imports  (% of merchandise imports) - WDI,40.857821066997708,2.075377309510352e-10
0756: Services; etc.; value added  (constant 2005 US$) - WDI,40.700166863043293,2.2457656658430455e-10
1401: Computer; communications and other services  (% of commercial service exports) - WDI,40.666366547867447,2.284083403137794e-10
0149: Currency composition of PPG debt; Japanese yen  (%) - WDI,39.748728823612481,3.616524411371424e-10
1328: Import volume index  (2000 = 100) - WDI,39.59640470772726,3.9033743909225033e-10
1365: Merchandise imports from low- and middle-income economies in Europe & Central Asia  (% of total merchandise imports) - WDI,39.551391611693795,3.9924274940429622e-10
0150: Currency composition of PPG debt; Multiple currencies  (%) - WDI,39.491964436611354,4.113123533241374e-10
1349: Tariff rate; most favored nation; simple mean; primary products  (%) - WDI,39.462165463523249,4.1750147769457317e-10
1402: Commercial service exports  (current US$) - WDI,39.40862129722823,4.288578596578404e-10
0066: Service exports  (BoP; current US$) - WDI,39.356040306912767,4.403112122422917e-10
0044: Personal remittances; paid  (current US$) - WDI,38.586230075847183,6.4776459959423509e-10
1256: Unemployment; male (% of male labor force)  (national estimate) - WDI,38.402779324393251,7.1021951288403628e-10
0739: Manufacturing; value added  (constant 2005 US$) - WDI,38.090853203009971,8.3058302203665045e-10
2814: Balance of Payments-Imports-Construction (US dollar at current prices) - WTO,37.858055108312861,9.3355924874130428e-10
1038: Prevalence of HIV; male  (% ages 15-24) - WDI,36.659941972625646,1.7044907438623811e-09
0060: ICT service exports  (% of service exports; BoP) - WDI,36.399931723509177,1.9425997125516822e-09
0151: Currency composition of PPG debt; all other currencies  (%) - WDI,36.219260066333462,2.1274246461529235e-09
0816: Total natural resources rents  (% of GDP) - WDI,36.181742384211375,2.1679619700017076e-09
1321: International tourism; receipts for passenger transport items  (current US$) - WDI,36.070881646769649,2.2923266343292861e-09
0754: Services; etc.; value added  (current US$) - WDI,36.03342629998653,2.3359407911519554e-09
1037: Prevalence of HIV; female  (% ages 15-24) - WDI,35.96388011772062,2.4191407972085217e-09
1372: Merchandise imports from low- and middle-income economies within region  (% of total merchandise imports) - WDI,35.798587936793353,2.6290021034772243e-09
0052: Foreign direct investment; net  (BoP; current US$) - WDI,35.691129508279687,2.7751296269628243e-09
1326: International tourism; expenditures  (% of total imports) - WDI,35.689246268900298,2.7777618664253828e-09
0825: GNI  (constant 2005 US$) - WDI,35.685789485356565,2.7825999935436554e-09
0779: Adjusted net national income  (constant 2005 US$) - WDI,35.410476408522747,3.1963459180526101e-09
0802: GDP  (constant 2005 US$) - WDI,34.843922369342877,4.2521418168719181e-09
0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI,34.728073230909636,4.5078013662675226e-09
1237: Unemployment; youth total (% of total labor force ages 15-24)  (national estimate) - WDI,33.666420778316272,7.700420749638003e-09
1305: Population; female  (% of total) - WDI,33.445751868962063,8.6077813478566632e-09
1375: Commercial service imports  (current US$) - WDI,33.178269041780588,9.8525775384037955e-09
1383: ICT goods exports  (% of total goods exports) - WDI,33.140420935763565,1.0042725426419334e-08
0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI,32.903107013651493,1.1321771835869329e-08
1322: International tourism; expenditures for passenger transport items  (current US$) - WDI,32.815826663054295,1.1832226294536843e-08
0036: Service imports  (BoP; current US$) - WDI,32.761424362050356,1.2162005480566776e-08
1325: International tourism; expenditures  (current US$) - WDI,32.593341819938694,1.3240272227664841e-08
0048: Net primary income  (BoP; current US$) - WDI,32.48232348630421,1.4004528259144056e-08
0785: Adjusted net savings; including particulate emission damage  (% of GNI) - WDI,31.95089870789818,1.8322398287662879e-08
1324: International tourism; expenditures for travel items  (current US$) - WDI,31.582106961607018,2.2081506853727141e-08
0068: Exports of goods; services and primary income  (BoP; current US$) - WDI,31.541469235259605,2.25404148298005e-08
0038: Imports of goods; services and primary income  (BoP; current US$) - WDI,31.484699263795459,2.319755628386333e-08
1380: Agricultural raw materials exports  (% of merchandise exports) - WDI,31.420958299827905,2.395831511479723e-08
0851: DEC alternative conversion factor  (LCU per US$) - WDI,31.173758440718199,2.715297791772339e-08
0154: Currency composition of PPG debt; Pound sterling  (%) - WDI,31.093742932950885,2.8275977479079493e-08
1049: Number of maternal deaths - WDI,30.945970104318633,3.0473825507133256e-08
0822: GNI; Atlas method  (current US$) - WDI,30.481215913298506,3.8567037743265931e-08
1091: Tuberculosis treatment success rate  (% of new cases) - WDI,29.80505942296266,5.4344962260321848e-08
0722: Imports of goods and services  (constant 2005 US$) - WDI,29.662843280656627,5.8412496900858218e-08
0053: Portfolio Investment; net  (BoP; current US$) - WDI,29.519655945125532,6.2816418426137715e-08
1319: International tourism; receipts  (current US$) - WDI,29.428102502746565,6.5805299750679004e-08
0071: Foreign direct investment; net inflows  (BoP; current US$) - WDI,29.413237494742187,6.6303873502133359e-08
0823: GNI  (current US$) - WDI,29.258330749377667,7.1730420765540314e-08
0778: Adjusted net national income  (current US$) - WDI,29.182398390313523,7.4550944149168139e-08
1234: Unemployment; youth female (% of female labor force ages 15-24)  (modeled ILO estimate) - WDI,29.020591333055098,8.0937995343374215e-08
0841: Net income from abroad  (current US$) - WDI,28.865708690802478,8.7565387173190965e-08
2807: Balance of Payments-Imports-Government goods and services n.i.e. (US dollar at current prices) - WTO,28.842680023710546,8.8596226938125432e-08
0147: Currency composition of PPG debt; Euro  (%) - WDI,28.767109076310632,9.2065328461153294e-08
0800: GDP  (current US$) - WDI,28.733110526934386,9.3670168862354243e-08
1097: Out-of-pocket health expenditure  (% of private expenditure on health) - WDI,28.429292045988145,1.0931691787665261e-07
1323: International tourism; receipts for travel items  (current US$) - WDI,28.247789371074909,1.1988932160114682e-07
0720: Imports of goods and services  (current US$) - WDI,28.146482235540425,1.2623038357242272e-07
0853: PPP conversion factor; GDP  (LCU per international $) - WDI,28.10928361890938,1.2864227386165626e-07
1100: Health expenditure; private  (% of GDP) - WDI,27.968533676104204,1.3819420606279305e-07
0033: Imports of goods and services  (BoP; current US$) - WDI,27.907601241574742,1.4254706888049305e-07
0196: Multilateral debt  (% of total external debt) - WDI,27.855298411116539,1.4639301023715953e-07
0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,27.677276410364605,1.6028072766198194e-07
0746: Industry; value added  (annual % growth) - WDI,27.676231344423766,1.6036604014681882e-07
1395: Merchandise exports to low- and middle-income economies in South Asia  (% of total merchandise exports) - WDI,27.436543346913361,1.8118668963582809e-07
0944: Secondary education; pupils  (% female) - WDI,27.103826580483688,2.1466019914261885e-07
0035: Goods imports  (BoP; current US$) - WDI,26.555375592403429,2.8392714176444362e-07
1266: Refugee population by country or territory of origin - WDI,26.365779123235619,3.1276654747089048e-07
0063: Exports of goods and services  (BoP; current US$) - WDI,26.283725135805653,3.2614242280578994e-07
1361: Merchandise imports  (current US$) - WDI,26.138162362720845,3.5129932456032491e-07
1403: High-technology exports  (current US$) - WDI,26.116777433180228,3.5515577040569164e-07
2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,26.105829530857175,3.5714647030887289e-07
0270: Net financial flows; IDA  (NFL; current US$) - WDI,26.036730996463664,3.6997189313928404e-07
0105: Net bilateral aid flows from DAC donors; Luxembourg  (current US$) - WDI,26.00089506969147,3.7680440933221394e-07
0933: Children out of school; primary; female - WDI,25.951320710902131,3.8646556384930277e-07
1371: Merchandise imports by the reporting economy  (current US$) - WDI,25.861966663245546,4.0451127182866193e-07
0901: School enrollment; primary; male  (% gross) - WDI,25.748189646310379,4.287186800600734e-07
0932: Children out of school; primary - WDI,25.65479436914039,4.4967250970534575e-07
0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,25.641312220676262,4.5278105741254981e-07
1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,25.213833027981774,5.6336709163488267e-07
0787: Adjusted net savings; excluding particulate emission damage  (% of GNI) - WDI,24.92596392211701,6.5274415017034529e-07
0935: Children out of school; primary; male - WDI,24.804720205130355,6.9452566383027567e-07
0716: Gross capital formation  (constant 2005 US$) - WDI,24.616733628873611,7.6467864209664041e-07
0100: Net bilateral aid flows from DAC donors; Ireland  (current US$) - WDI,24.513950668089556,8.059993610457438e-07
0791: GDP deflator  (base year varies by country) - WDI,24.253314044935994,9.211125350393863e-07
0115: Net bilateral aid flows from DAC donors; United States  (current US$) - WDI,24.200796639264389,9.4623422628394186e-07
1900: Fixed-broadband subscriptions - ITU,24.198296967068206,9.4744694554024922e-07
1397: Merchandise exports by the reporting economy; residual  (% of total merchandise exports) - WDI,24.137352580178167,9.7750184316715706e-07
1257: Unemployment; male (% of male labor force)  (modeled ILO estimate) - WDI,24.058937285843626,1.0175849879385342e-06
0803: GDP growth  (annual %) - WDI,23.85871356467236,1.1275801504565116e-06
1398: Merchandise exports by the reporting economy  (current US$) - WDI,23.550507331669383,1.3206872927339655e-06
0914: School enrollment; primary; private  (% of total primary) - WDI,23.356824927241938,1.458695588322032e-06
0981: Tertiary education; academic staff  (% female) - WDI,23.333333307617654,1.4763905614186212e-06
1388: Merchandise exports  (current US$) - WDI,23.213720465427095,1.5698873887929933e-06
0811: GDP per capita growth  (annual %) - WDI,23.123821969539541,1.644051521263948e-06
0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI,23.084702233737577,1.6774134201576942e-06
0166: PPG; IDA  (DIS; current US$) - WDI,23.064085834364281,1.6952680634066469e-06
0065: Goods exports  (BoP; current US$) - WDI,22.92391859547568,1.8218243213653155e-06
0143: Commitments; IDA  (COM; current US$) - WDI,22.779820051555664,1.9618297294559444e-06
0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI,22.733197207264293,2.009403121058618e-06
0098: Net bilateral aid flows from DAC donors; United Kingdom  (current US$) - WDI,22.716351922883462,2.0268753031670772e-06
0094: Net bilateral aid flows from DAC donors; Denmark  (current US$) - WDI,22.35962256065153,2.434911628009663e-06
0089: Net bilateral aid flows from DAC donors; Canada  (current US$) - WDI,22.211915567280329,2.6271434645255318e-06
0088: Net bilateral aid flows from DAC donors; Belgium  (current US$) - WDI,22.156494496438881,2.7031410752289632e-06
1952: Number of neonatal deaths (thousands) - WHO,22.144459255227677,2.7199343632611642e-06
0236: PPG; IDA  (INT; current US$) - WDI,21.868077400314913,3.1357828220606089e-06
0745: Industry; value added  (constant 2005 US$) - WDI,21.736181192889529,3.3561869071156871e-06
0177: Concessional debt  (% of total external debt) - WDI,21.509583252547351,3.7717970736458629e-06
0114: Net bilateral aid flows from DAC donors; Total  (current US$) - WDI,21.465264150111413,3.8589397823743853e-06
1929: Out-of-pocket expenditure as a percentage of private expenditure on health - WHO,21.084935469408627,4.6950169037642371e-06
0194: PPG; IDA  (DOD; current US$) - WDI,20.961163312153872,5.0046160637215897e-06
0266: Net official flows from UN agencies; IFAD  (current US$) - WDI,20.869654983554515,5.2466287648089982e-06
0164: IDA grants  (current US$) - WDI,20.652034470024343,5.8704785285961426e-06
0153: Currency composition of PPG debt; Swiss franc  (%) - WDI,20.507935096691586,6.324070445714133e-06
0134: Principal arrears; long-term DOD  (US$) - WDI,20.240615832494974,7.2608980399838046e-06
0096: Net bilateral aid flows from DAC donors; Finland  (current US$) - WDI,20.167019208898058,7.5424858377520657e-06
1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI,20.113355529907349,7.7547036813628509e-06
1360: Merchandise imports from economies in the Arab World  (% of total merchandise imports) - WDI,20.080456660796088,7.887761806846688e-06
1152: Employment to population ratio; 15+; male (%)  (modeled ILO estimate) - WDI,19.903103816403988,8.6456027633836676e-06
0135: Principal arrears; official creditors  (current US$) - WDI,19.870328461774001,8.7934664107318582e-06
0246: Interest arrears; long-term DOD  (US$) - WDI,19.736523945348296,9.4239586468045145e-06
0248: Interest arrears; official creditors  (current US$) - WDI,19.630443228457843,9.955958450310756e-06
0093: Net bilateral aid flows from DAC donors; Germany  (current US$) - WDI,19.358270127971419,1.1463188842900981e-05
0104: Net bilateral aid flows from DAC donors; Korea; Rep.  (current US$) - WDI,19.236402945582512,1.2210478541050217e-05
0102: Net bilateral aid flows from DAC donors; Italy  (current US$) - WDI,19.205565084357158,1.2407218989098001e-05
1366: Merchandise imports from low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise imports) - WDI,19.072638444592545,1.3292407347685592e-05
0764: Adjusted savings: net forest depletion  (current US$) - WDI,19.011095493763765,1.3723475276208691e-05
0197: PPG; multilateral concessional  (DOD; current US$) - WDI,18.971412852908859,1.4008851375144634e-05
1023: Number of under-five deaths - WDI,18.908063873856474,1.4476840407117002e-05
0168: PPG; multilateral concessional  (DIS; current US$) - WDI,18.89893159439826,1.4545589103383454e-05
1021: Number of infant deaths - WDI,18.749345151234639,1.5719585022579801e-05
0092: Net bilateral aid flows from DAC donors; Czech Republic  (current US$) - WDI,18.680783484982847,1.6289074923397316e-05
0124: PPG; IDA  (AMT; current US$) - WDI,18.31228490586021,1.9724972992666326e-05
1026: Women's share of population ages 15+ living with HIV  (%) - WDI,18.207620080699837,2.0827699152010418e-05
1320: International tourism; receipts  (% of total exports) - WDI,18.194734898180116,2.0967673021102195e-05
1025: Number of neonatal deaths - WDI,18.080827206785056,2.2246961629561028e-05
1208: Labor force participation rate; male (% of male population ages 15-64)  (modeled ILO estimate) - WDI,18.047759034073575,2.2632845992391896e-05
0126: PPG; multilateral concessional  (AMT; current US$) - WDI,18.04249873606657,2.2694847938046079e-05
0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI,18.036462828737545,2.2766202318507242e-05
0198: IBRD loans and IDA credits  (DOD; current US$) - WDI,17.987161731136201,2.3357535616269707e-05
0176: External debt stocks; concessional  (DOD; current US$) - WDI,17.870586281360289,2.4817976761831119e-05
0090: Net bilateral aid flows from DAC donors; European Union institutions  (current US$) - WDI,17.856418622596657,2.5001616251648618e-05
0178: PPG; bilateral  (DOD; current US$) - WDI,17.520851471211476,2.9774381912416859e-05
0714: Gross capital formation  (current US$) - WDI,17.424411818263231,3.1308571943986142e-05
0238: PPG; multilateral concessional  (INT; current US$) - WDI,17.416297151846454,3.1441234620242301e-05
1386: Ores and metals exports  (% of merchandise exports) - WDI,17.393880426062719,3.1810661152106596e-05
0179: PPG; bilateral concessional  (DOD; current US$) - WDI,17.333207873483737,3.2832597393172318e-05
0737: Manufacturing; value added  (current US$) - WDI,17.265349125697021,3.4014762505752213e-05
0107: Net bilateral aid flows from DAC donors; Norway  (current US$) - WDI,17.144746834863689,3.6222484986869525e-05
1318: International tourism; number of departures - WDI,17.142989469677389,3.6255698856329175e-05
0072: Foreign direct investment; net inflows  (% of GDP) - WDI,17.124357190869425,3.660973584128164e-05
0225: PPG; bilateral  (INT; current US$) - WDI,17.059551581371867,3.7868439786331034e-05
0136: Principal arrears; private creditors  (current US$) - WDI,17.021116566785935,3.8635434302296239e-05
0226: PPG; bilateral concessional  (INT; current US$) - WDI,17.013534142908032,3.8788582600447407e-05
1310: Rural population - WDI,17.008948543205992,3.8881497918591601e-05
0117: PPG; bilateral concessional  (AMT; current US$) - WDI,17.005669093054959,3.8948084826971484e-05
0113: Net bilateral aid flows from DAC donors; Sweden  (current US$) - WDI,16.875718801564179,4.168109611657366e-05
2776: Merchandise trade-Imports-Total merchandise (Volume index - Previous year = 100) - WTO,16.852264468683607,4.2194550520987754e-05
0249: Interest arrears; private creditors  (current US$) - WDI,16.823664273719928,4.282927823452323e-05
0833: GNI per capita growth  (annual %) - WDI,16.69731554674388,4.5750372262103102e-05
0826: GNI growth  (annual %) - WDI,16.667426231427768,4.6470230868987231e-05
2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,16.599636676953178,4.8145421236777651e-05
0199: PPG; official creditors  (DOD; current US$) - WDI,16.525323937207876,5.0051743321101291e-05
0116: PPG; bilateral  (AMT; current US$) - WDI,16.51847185581742,5.0231298660870809e-05
0158: PPG; bilateral concessional  (DIS; current US$) - WDI,16.446987024359547,5.2143634278004758e-05
0183: External debt stocks  (% of GNI) - WDI,16.340670538467311,5.5124199067995618e-05
1317: International tourism; number of arrivals - WDI,16.184654378428238,5.9811494212216351e-05
0239: PPG; official creditors  (INT; current US$) - WDI,16.172682356286238,6.0187340306744683e-05
0817: Gross domestic savings  (current US$) - WDI,16.157083749450155,6.0680607955963399e-05
0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI,16.107702117320496,6.2269180796922772e-05
0195: PPG; multilateral  (DOD; current US$) - WDI,16.080816703177319,6.3151602117275736e-05
0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI,16.020649442244725,6.5172275850625103e-05
2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,15.815844549404385,7.2551393736647294e-05
0743: Industry; value added  (current US$) - WDI,15.809398104131212,7.2796846516574488e-05
0076: Personal transfers; receipts  (BoP; current US$) - WDI,15.73906155501118,7.5529917049551681e-05
0157: PPG; bilateral  (DIS; current US$) - WDI,15.579634868323394,8.2113588883791223e-05
1137: Employment to population ratio; ages 15-24; female (%)  (modeled ILO estimate) - WDI,15.501542980437847,8.5546407821945699e-05
0237: PPG; multilateral  (INT; current US$) - WDI,15.50037788430545,8.5598703668325257e-05
0127: PPG; official creditors  (AMT; current US$) - WDI,15.49653808579003,8.577128272905824e-05
0840: Gross savings  (% of GDP) - WDI,15.479168638468453,8.6556338154456221e-05
0087: Net bilateral aid flows from DAC donors; Austria  (current US$) - WDI,15.209989576116243,9.9690691704125471e-05
0770: Adjusted savings: energy depletion  (current US$) - WDI,15.153534837740121,0.00010269062179673579
1400: Export value index  (2000 = 100) - WDI,15.040858879963187,0.00010895279473285687
0095: Net bilateral aid flows from DAC donors; Spain  (current US$) - WDI,15.040677081894206,0.00010896320329226898
0789: Coal rents  (% of GDP) - WDI,14.971078007800823,0.00011302251426318255
2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO,14.95942232264904,0.00011371706837904366
0167: PPG; multilateral  (DIS; current US$) - WDI,14.884316853115278,0.00011829687070060974
0144: Commitments; official creditors  (COM; current US$) - WDI,14.822078683388952,0.00012223258432258408
0204: PPG; other private creditors  (DOD; current US$) - WDI,14.797130638252058,0.00012384701524939225
0169: PPG; official creditors  (DIS; current US$) - WDI,14.782180795365647,0.0001248247239344483
1094: Newborns protected against tetanus  (%) - WDI,14.693435701724693,0.000130790858462126
0125: PPG; multilateral  (AMT; current US$) - WDI,14.604185540725631,0.00013708091663257725
0207: External debt stocks; long-term public sector  (DOD; current US$) - WDI,14.466617687831226,0.0001473788601221429
0187: External debt stocks; public and publicly guaranteed (PPG)  (DOD; current US$) - WDI,14.445534540127079,0.00014902459810625757
0896: Primary education; pupils - WDI,14.171409325096459,0.00017218818263317799
0106: Net bilateral aid flows from DAC donors; Netherlands  (current US$) - WDI,14.146881269927107,0.00017443002612789804
0235: PPG; IBRD  (INT; current US$) - WDI,14.143921508074195,0.0001747025281888002
0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI,14.082725831546087,0.00018043394156959855
0193: PPG; IBRD  (DOD; current US$) - WDI,13.974458955046385,0.00019104242705171535
0244: PPG; other private creditors  (INT; current US$) - WDI,13.968790852909853,0.00019161482900489991
0211: Residual; debt stock-flow reconciliation  (current US$) - WDI,13.851038271273051,0.00020390540820661027
0182: External debt stocks  (% of exports of goods; services and primary income) - WDI,13.766896968913073,0.00021317208734535455
0201: PPG; commercial banks  (DOD; current US$) - WDI,13.663472623169795,0.00022514663387076836
1394: Merchandise exports to low- and middle-income economies in Middle East & North Africa  (% of total merchandise exports) - WDI,13.404617524283703,0.00025817872675686093
1202: Labor force participation rate for ages 15-24; female (%)  (modeled ILO estimate) - WDI,13.198477307520667,0.00028795167383640301
0185: External debt stocks; long-term  (DOD; current US$) - WDI,13.17601136345518,0.00029139908658584794
0091: Net bilateral aid flows from DAC donors; Switzerland  (current US$) - WDI,13.095155627622333,0.00030415486178724476
0173: PNG; commercial banks and other creditors  (DIS; current US$) - WDI,13.079087977734497,0.00030675605051004421
0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,13.073256376525048,0.00030770567060508624
0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI,13.072947895940318,0.0003077559862426179
0243: PNG; commercial banks and other creditors  (INT; current US$) - WDI,13.06566399047599,0.00030894646509603004
0772: Adjusted savings: particulate emission damage  (current US$) - WDI,12.957457162292901,0.00032718926497277585
0241: PPG; commercial banks  (INT; current US$) - WDI,12.919851042625648,0.00033378084380077989
1387: Merchandise exports to economies in the Arab World  (% of total merchandise exports) - WDI,12.914619962703803,0.00033470830437975168
0163: Disbursements on external debt; public and publicly guaranteed (PPG)  (DIS; current US$) - WDI,12.893144313240642,0.00033854323989612658
0717: Gross capital formation  (annual % growth) - WDI,12.881517490988962,0.00034063793341713511
0141: Commitments; public and publicly guaranteed  (COM; current US$) - WDI,12.880263374996685,0.00034086465583270669
0123: PPG; IBRD  (AMT; current US$) - WDI,12.765312644068242,0.00036230613424053108
0203: PNG; commercial banks and other creditors  (DOD; current US$) - WDI,12.728417379034719,0.00036947286753614549
0082: Listed domestic companies; total - WDI,12.696959390514413,0.00037569639210904024
0129: PPG; commercial banks  (AMT; current US$) - WDI,12.683918256996913,0.0003783073352726125
0180: External debt stocks; total  (DOD; current US$) - WDI,12.663506178092012,0.00038243083501362119
0165: PPG; IBRD  (DIS; current US$) - WDI,12.633925323504373,0.00038848722603873089
0132: PPG; other private creditors  (AMT; current US$) - WDI,12.602195789597145,0.00039509125365675888
0265: Net official flows from UN agencies; IAEA  (current US$) - WDI,12.59775628643186,0.00039602426709933118
0133: PPG; private creditors  (AMT; current US$) - WDI,12.564627116261939,0.00040305736853797007
0160: Disbursements on external debt; long-term + IMF  (DIS; current US$) - WDI,12.517513710789119,0.00041327705411168511
0231: Interest payments on external debt; long-term  (INT; current US$) - WDI,12.5152836140579,0.00041376723494555953
0161: Disbursements on external debt; long-term  (DIS; current US$) - WDI,12.447398611212588,0.00042897287362426718
0233: Interest payments on external debt; public and publicly guaranteed (PPG)  (INT; current US$) - WDI,12.370940308020923,0.000446775955938635
0162: Disbursements on external debt; private nonguaranteed (PNG)  (DIS; current US$) - WDI,12.358613649589239,0.00044971525490731905
0142: Commitments; IBRD  (COM; current US$) - WDI,12.356650855129743,0.00045018508386230661
0131: PNG; commercial banks and other creditors  (AMT; current US$) - WDI,12.329893743720586,0.0004566395349641626
0232: Interest payments on external debt; private nonguaranteed (PNG)  (INT; current US$) - WDI,12.288950809656349,0.00046669739084727069
0230: IMF charges  (INT; current US$) - WDI,12.276688450285443,0.00046975303830543781
0121: Principal repayments on external debt; private nonguaranteed (PNG)  (AMT; current US$) - WDI,12.244075943327909,0.00047797844695230199
0212: External debt stocks; variable rate  (DOD; current US$) - WDI,12.209737583371883,0.00048679647770221606
0227: Interest payments on external debt; total  (INT; current US$) - WDI,12.162446941091101,0.00049921035480042237
0186: External debt stocks; private nonguaranteed (PNG)  (DOD; current US$) - WDI,12.152461048032047,0.00050187230228309655
0205: External debt stocks; long-term private sector  (DOD; current US$) - WDI,12.127329748689251,0.00050863521461150881
2772: Merchandise trade-Exports-Total merchandise (Value index - Previous year = 100) - WTO,12.03530022820908,0.00053419641959739298
1265: Refugee population by country or territory of asylum - WDI,11.853974432133761,0.00058842334232230302
0206: PPG; private creditors  (DOD; current US$) - WDI,11.771738035162699,0.00061481917199578161
0184: Use of IMF credit  (DOD; current US$) - WDI,11.682092324352773,0.00064495930738684543
0181: Total change in external debt stocks  (current US$) - WDI,11.651024030273291,0.00065574990695594932
0170: PPG; bonds  (DIS; current US$) - WDI,11.575219253760078,0.00068285078353733705
0175: PPG; private creditors  (DIS; current US$) - WDI,11.477149752689416,0.00071959951289145686
0740: Manufacturing; value added  (annual % growth) - WDI,11.46529055566257,0.00072417690057347396
0073: Primary income on FDI; payments  (current US$) - WDI,11.436946953373694,0.00073523656287271979
0719: Gross capital formation  (% of GDP) - WDI,11.306875135926838,0.00078822312131976717
0262: Net flows on external debt; private nonguaranteed (PNG)  (NFL; current US$) - WDI,11.297304258512723,0.00079227127535696237
1771: Primary energy supply - TOT (TOE_1000USD) - OECD,11.25945781354339,0.00080848612355408143
0200: PPG; bonds  (DOD; current US$) - WDI,11.191391042352578,0.00083849827486827465
1327: Merchandise trade  (% of GDP) - WDI,11.128815610107097,0.00086708303360783325
0261: Net flows on external debt; long-term  (NFL; current US$) - WDI,11.114055475235364,0.00087396804699385947
0260: Net flows on external debt; total  (NFL; current US$) - WDI,11.066624000742037,0.00089646973627820171
1238: Unemployment; youth total (% of total labor force ages 15-24)  (modeled ILO estimate) - WDI,11.047854351172527,0.00090553523284789196
0128: PPG; bonds  (AMT; current US$) - WDI,10.775937362458054,0.0010477786913140167
1367: Merchandise imports from low- and middle-income economies in Middle East & North Africa  (% of total merchandise imports) - WDI,10.704936046509888,0.0010885129821253858
0188: External debt stocks; short-term  (DOD; current US$) - WDI,10.639810849127324,0.0011272851656678785
0138: Principal rescheduled  (current US$) - WDI,10.583545047399941,0.0011619076898559239
0245: PPG; private creditors  (INT; current US$) - WDI,10.524499860910227,0.0011993996051723175
0145: Commitments; private creditors  (COM; current US$) - WDI,10.487070272945269,0.0012237985800302371
0139: Principal rescheduled; official  (current US$) - WDI,10.389229197304193,0.0012899799408674869
2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,10.134406783024707,0.0014798908372667357
1379: Export volume index  (2000 = 100) - WDI,10.113345644503905,0.0014968023304106554
0251: Interest rescheduled (capitalized)  (current US$) - WDI,10.020955319188925,0.0015733351824993125
0099: Net bilateral aid flows from DAC donors; Greece  (current US$) - WDI,9.9445826591987245,0.0016395880980562968
0250: Interest forgiven  (current US$) - WDI,9.9167374917804771,0.0016644414690520338
0242: PNG; bonds  (INT; current US$) - WDI,9.8419619492734558,0.0017330904675376293
0130: PNG; bonds  (AMT; current US$) - WDI,9.8094820087798222,0.0017637973280141956
0240: PPG; bonds  (INT; current US$) - WDI,9.784719957998167,0.0017875779279840668
0202: PNG; bonds  (DOD; current US$) - WDI,9.703499214820102,0.0018678872236945244
