2718,score,p-value
1160: Wage and salaried workers; total  (% of total employed) - WDI,114.72024238544866,8.611443555739902e-26
1383: ICT goods exports  (% of total goods exports) - WDI,113.71983622704101,1.3733168930857223e-25
0078: Personal remittances; received  (% of GDP) - WDI,110.48655822085014,6.2214015226629505e-25
1359: Ores and metals imports  (% of merchandise imports) - WDI,109.3285796861293,1.0696748569680739e-24
0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI,108.30533270583436,1.7274203175959504e-24
0113: Net bilateral aid flows from DAC donors; Sweden  (current US$) - WDI,106.86494260871081,3.393638748567024e-24
0742: Manufacturing; value added  (% of GDP) - WDI,104.35781201963485,1.1012197496882477e-23
0064: Insurance and financial services  (% of service exports; BoP) - WDI,102.51490669861852,2.6197311108760092e-23
1900: Fixed-broadband subscriptions - ITU,101.70601188165429,3.8337564351875508e-23
2799: Balance of Payments-Exports-Government goods and services n.i.e. (US dollar at current prices) - WTO,100.23209883344688,7.6772520403634824e-23
2815: Balance of Payments-Imports-Insurance and pension services (US dollar at current prices) - WTO,99.646778125581292,1.0117263541715756e-22
2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO,99.030382754827301,1.3531347189933648e-22
0082: Listed domestic companies; total - WDI,98.273866096994695,1.9337743895923512e-22
1026: Women's share of population ages 15+ living with HIV  (%) - WDI,94.275281554980253,1.2808367314758383e-21
0114: Net bilateral aid flows from DAC donors; Total  (current US$) - WDI,93.215592535813187,2.1160143063205739e-21
1396: Merchandise exports to low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise exports) - WDI,92.932811017134256,2.4195213123045218e-21
1370: Merchandise imports by the reporting economy; residual  (% of total merchandise imports) - WDI,87.523983726139477,3.1594816250237365e-20
1406: Travel services  (% of commercial service exports) - WDI,86.426558219333074,5.3284844916695104e-20
1135: Employment in agriculture  (% of total employment) - WDI,85.525635473549954,8.1864482276454868e-20
0772: Adjusted savings: particulate emission damage  (current US$) - WDI,85.465960806477312,8.4227314718826809e-20
2793: Balance of Payments-Exports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,84.396070973302372,1.4031555338879911e-19
0785: Adjusted net savings; including particulate emission damage  (% of GNI) - WDI,83.209129297353655,2.4730403435264303e-19
1170: Employment in industry  (% of total employment) - WDI,83.099455668356555,2.6060640900406531e-19
0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI,81.90214360074431,4.6187180816962665e-19
2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,81.65057105058159,5.2092254289051798e-19
0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI,81.249632957649723,6.3105929887409021e-19
2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,80.85617162841406,7.6179873760824741e-19
0884: Pupil-teacher ratio; preprimary - WDI,80.250167945483398,1.0181990174827758e-18
1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,79.466130681350762,1.4822863995962315e-18
1384: Insurance and financial services  (% of commercial service exports) - WDI,78.760945225088662,2.0783467140994666e-18
1770: Primary energy supply - TOT (MLN_TOE) - OECD,76.200851890216484,7.1011022796548922e-18
1783: Renewable energy - TOT (KTOE) - OECD,76.200461944150504,7.1024327787530824e-18
1910: General government expenditure on health as a percentage of total government expenditure - WHO,76.078788682228137,7.530019605339436e-18
1897: Fixed-telephone subscriptions - ITU,74.746030513378628,1.4291097944228077e-17
2814: Balance of Payments-Imports-Construction (US dollar at current prices) - WTO,72.370790401965465,4.4851050117112577e-17
1368: Merchandise imports from low- and middle-income economies in South Asia  (% of total merchandise imports) - WDI,71.504564145827658,6.8103034563797867e-17
0787: Adjusted net savings; excluding particulate emission damage  (% of GNI) - WDI,71.246731196139947,7.7123100778133499e-17
0847: Net current transfers from abroad  (current US$) - WDI,69.177154736688962,2.0951362313734559e-16
0074: Portfolio equity; net inflows  (BoP; current US$) - WDI,69.028039850215293,2.2517203539327585e-16
0096: Net bilateral aid flows from DAC donors; Finland  (current US$) - WDI,68.598529805426878,2.7714045355384014e-16
2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,67.149480099687224,5.587423872098148e-16
1301: Population growth  (annual %) - WDI,67.102065902059493,5.7171827738286477e-16
2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,66.887569050010924,6.3429691656859827e-16
1360: Merchandise imports from economies in the Arab World  (% of total merchandise imports) - WDI,66.824403520590323,6.5400110630132741e-16
1209: Labor force participation rate; total (% of total population ages 15-64)  (modeled ILO estimate) - WDI,66.605066071050643,7.27308162553363e-16
1100: Health expenditure; private  (% of GDP) - WDI,65.794391256007572,1.077284938712362e-15
0839: Gross savings  (% of GNI) - WDI,64.683452393623853,1.8464434171429997e-15
0775: Adjusted savings: gross savings  (% of GNI) - WDI,64.683331852048269,1.8465514245255918e-15
0083: Stocks traded; total value  (current US$) - WDI,64.598794859925889,1.9238784273693882e-15
1327: Merchandise trade  (% of GDP) - WDI,62.185200180187366,6.2146994680022633e-15
1395: Merchandise exports to low- and middle-income economies in South Asia  (% of total merchandise exports) - WDI,61.840867146057043,7.3478828460357476e-15
1432: Air and GHG emissions - CO2 (MLN_TONNE) - OECD,61.437468945815873,8.9415228408743747e-15
0762: Adjusted savings: carbon dioxide damage  (current US$) - WDI,60.983107513591378,1.1154979866336582e-14
0135: Principal arrears; official creditors  (current US$) - WDI,60.56344050599585,1.3684447866755984e-14
0248: Interest arrears; official creditors  (current US$) - WDI,59.933382270262015,1.8601509864690817e-14
0246: Interest arrears; long-term DOD  (US$) - WDI,59.475669801228968,2.3251444629692479e-14
2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO,59.14628649764866,2.7302920225187025e-14
0031: Communications; computer; etc.  (% of service imports; BoP) - WDI,58.082076372780513,4.5892725433947003e-14
0106: Net bilateral aid flows from DAC donors; Netherlands  (current US$) - WDI,57.000455715223488,7.7840057879987033e-14
1094: Newborns protected against tetanus  (%) - WDI,56.309538883363686,1.0911945473903875e-13
0134: Principal arrears; long-term DOD  (US$) - WDI,56.246322381501848,1.1254586663735141e-13
0790: Inflation; GDP deflator  (annual %) - WDI,55.728238864664412,1.4501171877940203e-13
1373: Import value index  (2000 = 100) - WDI,55.541356202961438,1.5889945658441237e-13
1929: Out-of-pocket expenditure as a percentage of private expenditure on health - WHO,55.13662892086132,1.9371646066268147e-13
0024: Cereal production  (metric tons) - WDI,54.121733696579582,3.1847997106779835e-13
1387: Merchandise exports to economies in the Arab World  (% of total merchandise exports) - WDI,53.313245832269843,4.7341425636339436e-13
1207: Labor force participation rate; female (% of female population ages 15-64)  (modeled ILO estimate) - WDI,52.26338228807753,7.9251620178470494e-13
0733: Agriculture; value added  (constant 2005 US$) - WDI,52.236694460848099,8.0297027838546932e-13
0981: Tertiary education; academic staff  (% female) - WDI,51.936375879096055,9.3058207488514715e-13
0060: ICT service exports  (% of service exports; BoP) - WDI,51.363280398271996,1.2332336846402849e-12
1152: Employment to population ratio; 15+; male (%)  (modeled ILO estimate) - WDI,51.068345757892168,1.4256354428523975e-12
2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,50.646545065147855,1.7542381250356434e-12
1401: Computer; communications and other services  (% of commercial service exports) - WDI,50.620467797642341,1.7768833592632969e-12
0949: Pupil-teacher ratio; upper secondary - WDI,50.468580474969734,1.9147259915599939e-12
0028: Surface area  (sq. km) - WDI,49.700029099651104,2.794932922796641e-12
0748: Industry; value added  (% of GDP) - WDI,49.567174149093113,2.9838728653667725e-12
1349: Tariff rate; most favored nation; simple mean; primary products  (%) - WDI,48.981891979915545,3.9808990958736313e-12
0020: Land area  (sq. km) - WDI,48.400090466846372,5.3029162472795108e-12
0094: Net bilateral aid flows from DAC donors; Denmark  (current US$) - WDI,48.238697010059091,5.7421496509092423e-12
0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI,46.834806420267547,1.1480195423734709e-11
0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,46.371081334443836,1.4435574260092185e-11
0100: Net bilateral aid flows from DAC donors; Ireland  (current US$) - WDI,46.354074922239434,1.4557388994703102e-11
0006: Arable land  (hectares) - WDI,46.334484280220664,1.469899176547082e-11
1367: Merchandise imports from low- and middle-income economies in Middle East & North Africa  (% of total merchandise imports) - WDI,46.278423324081388,1.5111879012176434e-11
0770: Adjusted savings: energy depletion  (current US$) - WDI,45.709258455762161,2.0021940075753777e-11
0150: Currency composition of PPG debt; Multiple currencies  (%) - WDI,45.204618349298123,2.5698444926728125e-11
0070: Travel services  (% of service exports; BoP) - WDI,44.890795218184344,3.0015781065515914e-11
0768: Adjusted savings: mineral depletion  (current US$) - WDI,44.725942647841869,3.2567711735489129e-11
1372: Merchandise imports from low- and middle-income economies within region  (% of total merchandise imports) - WDI,44.539493108784612,3.5717039714251612e-11
0730: Trade  (% of GDP) - WDI,44.40455985864358,3.8184979049080881e-11
0816: Total natural resources rents  (% of GDP) - WDI,44.381324651936453,3.8626885208920767e-11
0092: Net bilateral aid flows from DAC donors; Czech Republic  (current US$) - WDI,43.991834201541678,4.6846394593630423e-11
2751: Merchandise trade-Exports-Clothing (US dollar at current prices) - WTO,43.929204390390815,4.8322844308676147e-11
0010: Permanent cropland  (% of land area) - WDI,43.880967770508676,4.9491706338684356e-11
1381: Food exports  (% of merchandise exports) - WDI,43.824287182128494,5.0901448922637115e-11
0182: External debt stocks  (% of exports of goods; services and primary income) - WDI,42.513044805620787,9.7529454806932478e-11
0007: Arable land  (hectares per person) - WDI,41.339562730525564,1.7468021747996791e-10
1397: Merchandise exports by the reporting economy; residual  (% of total merchandise exports) - WDI,40.756683750781988,2.3339852908502891e-10
1314: Urban population - WDI,40.544232278444788,2.5941355604655925e-10
0151: Currency composition of PPG debt; all other currencies  (%) - WDI,40.250859845178397,3.0018420623422927e-10
0004: Agricultural land  (sq. km) - WDI,40.246438464235816,3.0084544191009663e-10
0776: Adjusted savings: net national savings  (current US$) - WDI,40.208725686029226,3.0654521889517192e-10
0026: Food production index  (2004-2006 = 100) - WDI,39.848577242101229,3.6673729284676766e-10
0972: Secondary education; teachers; female - WDI,39.144989045663827,5.206734147595771e-10
0098: Net bilateral aid flows from DAC donors; United Kingdom  (current US$) - WDI,39.063811791425344,5.4217008970573421e-10
0088: Net bilateral aid flows from DAC donors; Belgium  (current US$) - WDI,38.389260205894132,7.5893975456538174e-10
0757: Services; etc.; value added  (annual % growth) - WDI,38.101983707859219,8.7590013022001257e-10
0016: Forest area  (sq. km) - WDI,37.912427914299684,9.6280962921704927e-10
0711: Changes in inventories  (current US$) - WDI,37.677369107663928,1.0826874419106601e-09
1328: Import volume index  (2000 = 100) - WDI,37.575396580697792,1.1392432760338582e-09
0027: Livestock production index  (2004-2006 = 100) - WDI,37.146140940045591,1.4116788785481601e-09
0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI,36.244577327905596,2.2155851922553825e-09
0107: Net bilateral aid flows from DAC donors; Norway  (current US$) - WDI,36.118097273085333,2.3603132102053791e-09
1399: Merchandise exports to low- and middle-income economies within region  (% of total merchandise exports) - WDI,35.755293648452557,2.8302506289272521e-09
1320: International tourism; receipts  (% of total exports) - WDI,35.172489282373995,3.7894848200339843e-09
1097: Out-of-pocket health expenditure  (% of private expenditure on health) - WDI,34.189529954408229,6.2030010302614793e-09
0249: Interest arrears; private creditors  (current US$) - WDI,33.362855783357404,9.3935571322074508e-09
0153: Currency composition of PPG debt; Swiss franc  (%) - WDI,33.08687349127112,1.079064609272118e-08
0731: Agriculture; value added  (current US$) - WDI,33.044731800622429,1.1021599897280863e-08
1279: Death rate; crude  (per 1;000 people) - WDI,32.768123003467558,1.2665647427725752e-08
0009: Land under cereal production  (hectares) - WDI,31.15372428639105,2.854661875399353e-08
0270: Net financial flows; IDA  (NFL; current US$) - WDI,30.942171038315944,3.1759148040798752e-08
0951: Secondary education; vocational pupils  (% female) - WDI,30.91756978787577,3.215553004608199e-08
1380: Agricultural raw materials exports  (% of merchandise exports) - WDI,30.212160148747319,4.589941719916374e-08
0971: Secondary education; teachers - WDI,29.977360017234087,5.1676145765473583e-08
0761: Adjusted savings: education expenditure  (% of GNI) - WDI,29.948732227824674,5.2428627683579771e-08
0950: Secondary education; vocational pupils - WDI,29.531300466549226,6.4736568342799608e-08
0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI,28.594158184873603,1.0398896298993319e-07
1049: Number of maternal deaths - WDI,28.444951183744234,1.1214770929905064e-07
0042: Foreign direct investment; net outflows  (% of GDP) - WDI,28.072392490303478,1.3543629494687921e-07
0136: Principal arrears; private creditors  (current US$) - WDI,27.898569392412352,1.4790613652028895e-07
0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,27.886154155113648,1.4883967679795625e-07
2807: Balance of Payments-Imports-Government goods and services n.i.e. (US dollar at current prices) - WTO,27.677064643633972,1.6548069834145043e-07
0183: External debt stocks  (% of GNI) - WDI,27.423108471555661,1.8822456717264794e-07
0933: Children out of school; primary; female - WDI,27.224253912664583,2.0820364987175808e-07
0025: Crop production index  (2004-2006 = 100) - WDI,27.166018699263766,2.1444793836593629e-07
0091: Net bilateral aid flows from DAC donors; Switzerland  (current US$) - WDI,25.361979133932316,5.3652447913053512e-07
0746: Industry; value added  (annual % growth) - WDI,25.121703807228826,6.0637346026949158e-07
0102: Net bilateral aid flows from DAC donors; Italy  (current US$) - WDI,25.085174598971072,6.1776454039706792e-07
0053: Portfolio Investment; net  (BoP; current US$) - WDI,24.801184141637382,7.1397323363211926e-07
0054: Reserves and related items  (BoP; current US$) - WDI,24.518056841464116,8.2487195076356508e-07
0051: Net errors and omissions  (BoP; current US$) - WDI,24.471449489944487,8.447190390427422e-07
1733: Crude oil production - TOT (KTOE) - OECD,24.299425223846715,9.2221591369568992e-07
0222: Average interest on new external debt commitments  (%) - WDI,24.186592953010361,9.7688539371194154e-07
0077: Personal remittances; received  (current US$) - WDI,23.608447967990148,1.3124822864873032e-06
1149: Employment to population ratio; 15+; female (%)  (national estimate) - WDI,23.134141121603616,1.6727472703569054e-06
0900: School enrollment; primary; female  (% gross) - WDI,22.78445770886994,2.0006083193575103e-06
1365: Merchandise imports from low- and middle-income economies in Europe & Central Asia  (% of total merchandise imports) - WDI,22.30645019846984,2.5557628640647753e-06
1394: Merchandise exports to low- and middle-income economies in Middle East & North Africa  (% of total merchandise exports) - WDI,22.149266820724314,2.7702600264574101e-06
0932: Children out of school; primary - WDI,21.944735176648955,3.076686164342759e-06
1231: Labor force; female  (% of total labor force) - WDI,21.697102829403832,3.4936335815662505e-06
0105: Net bilateral aid flows from DAC donors; Luxembourg  (current US$) - WDI,20.930566428790254,5.1801623342323783e-06
0826: GNI growth  (annual %) - WDI,20.817516607154854,5.490356503510762e-06
0853: PPP conversion factor; GDP  (LCU per international $) - WDI,20.243779120441253,7.3773090950550624e-06
1039: Antiretroviral therapy coverage  (% of people living with HIV) - WDI,20.203438205033976,7.5322764435312219e-06
1027: Prevalence of HIV; total  (% of population ages 15-49) - WDI,20.135112526688445,7.8022476954559997e-06
1212: Ratio of female to male labor force participation rate (%)  (national estimate) - WDI,19.982573301689346,8.4405965522021871e-06
1232: Labor force; total - WDI,19.831005874168323,9.1268955747743813e-06
1208: Labor force participation rate; male (% of male population ages 15-64)  (modeled ILO estimate) - WDI,19.451462056311623,1.1101987428340847e-05
1334: Share of tariff lines with specific rates; manufactured products  (%) - WDI,19.431640696001956,1.121621531898651e-05
0803: GDP growth  (annual %) - WDI,19.414806290784387,1.131415739622104e-05
0851: DEC alternative conversion factor  (LCU per US$) - WDI,19.279638008385401,1.2132391155460578e-05
1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,18.40414955716907,1.9083040124237229e-05
0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI,18.393359633484021,1.9190002146689162e-05
0943: Secondary education; pupils - WDI,18.376559300033609,1.9357748062928697e-05
0087: Net bilateral aid flows from DAC donors; Austria  (current US$) - WDI,18.283199226363521,2.0317157062719457e-05
0166: PPG; IDA  (DIS; current US$) - WDI,18.154505321097979,2.1718603789180723e-05
0154: Currency composition of PPG debt; Pound sterling  (%) - WDI,17.874631832079743,2.5111447017060883e-05
1091: Tuberculosis treatment success rate  (% of new cases) - WDI,17.500582660420768,3.0493856446498286e-05
0191: Short-term debt  (% of total external debt) - WDI,17.497223555093917,3.0547117010072358e-05
1038: Prevalence of HIV; male  (% ages 15-24) - WDI,17.404544724432423,3.2054102441864021e-05
1210: Labor force participation rate; female (% of female population ages 15+)  (national estimate) - WDI,17.117889352377514,3.720571217245616e-05
0104: Net bilateral aid flows from DAC donors; Korea; Rep.  (current US$) - WDI,16.723192193426993,4.5691425555343589e-05
0040: Travel services  (% of service imports; BoP) - WDI,16.644674747617248,4.7599124017399007e-05
0945: Secondary education; general pupils - WDI,16.643546071684643,4.7627123720839729e-05
0927: Primary education; teachers - WDI,16.55077764559508,4.9986103034334657e-05
1355: Fuel imports  (% of merchandise imports) - WDI,16.277842966799341,5.763139395104599e-05
0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,16.100145446945582,6.3231610962475346e-05
0791: GDP deflator  (base year varies by country) - WDI,15.512077297278886,8.5982863510841828e-05
0058: Technical cooperation grants  (BoP; current US$) - WDI,15.114806503748781,0.00010586598246501732
1393: Merchandise exports to low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise exports) - WDI,15.114501552907099,0.00010588290241828155
0093: Net bilateral aid flows from DAC donors; Germany  (current US$) - WDI,14.573315859408718,0.0001406485977854742
1304: Population; total - WDI,14.42436081821142,0.00015209841557069833
1037: Prevalence of HIV; female  (% ages 15-24) - WDI,14.24381885579426,0.00016724430240936034
0769: Adjusted savings: mineral depletion  (% of GNI) - WDI,14.217640491975482,0.00016956330813572228
1236: Unemployment; youth male (% of male labor force ages 15-24)  (modeled ILO estimate) - WDI,13.835569626188327,0.00020734715767269362
0935: Children out of school; primary; male - WDI,13.797144739012415,0.00021158895916658632
1214: Labor force participation rate; male (% of male population ages 15+)  (national estimate) - WDI,13.365111628823337,0.00026576002086625732
0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI,13.357453928992722,0.00026683709690458995
0090: Net bilateral aid flows from DAC donors; European Union institutions  (current US$) - WDI,13.204221346572455,0.0002893405788101693
1255: Unemployment; female (% of female labor force)  (modeled ILO estimate) - WDI,12.817368545983966,0.00035506146499553827
1023: Number of under-five deaths - WDI,12.72170624131069,0.00037351927704848815
0049: Net trade in goods and services  (BoP; current US$) - WDI,12.473727473848825,0.00042600906504419744
0799: Mineral rents  (% of GDP) - WDI,12.175050340819409,0.00049923207057278054
0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,11.808429071477956,0.00060675830265476745
0073: Primary income on FDI; payments  (current US$) - WDI,11.717125371300293,0.00063700246246364573
0069: Transport services  (% of service exports; BoP) - WDI,11.482415051641942,0.00072193928336514472
0046: Current account balance  (% of GDP) - WDI,11.275128138570311,0.00080644464565764011
1265: Refugee population by country or territory of asylum - WDI,11.269065179825263,0.00080906167331868198
1254: Unemployment; female (% of female labor force)  (national estimate) - WDI,11.238937530749322,0.0008221940545881781
1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (% of total merchandise imports) - WDI,11.197147024329032,0.00084076814457790898
1400: Export value index  (2000 = 100) - WDI,10.401339111910271,0.0012880870601071146
1021: Number of infant deaths - WDI,10.141304391780988,0.001481522534099176
0095: Net bilateral aid flows from DAC donors; Spain  (current US$) - WDI,9.961686412475478,0.0016321092628682565
1771: Primary energy supply - TOT (TOE_1000USD) - OECD,9.8841639288654157,0.0017018132827508789
0726: External balance on goods and services  (current US$) - WDI,9.7722103248550223,0.0018078438589149001
2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO,9.7488082741114184,0.0018308416564347513
1139: Employment to population ratio; ages 15-24; male (%)  (modeled ILO estimate) - WDI,9.232238630655095,0.0024215957820155581
1217: Labor force participation rate; total (% of total population ages 15+)  (modeled ILO estimate) - WDI,9.208539776975103,0.0024529362848917297
0005: Agricultural land  (% of land area) - WDI,9.1397474952304805,0.0025462655344273511
0717: Gross capital formation  (annual % growth) - WDI,9.0377208865324192,0.0026913747007134589
0008: Arable land  (% of land area) - WDI,8.4592469629328964,0.003688766701758947
1154: Employment to population ratio; 15+; total (%)  (modeled ILO estimate) - WDI,8.313250406648466,0.0039953632026153455
0048: Net primary income  (BoP; current US$) - WDI,8.3047581856553929,0.0040139763445881235
0833: GNI per capita growth  (annual %) - WDI,7.891921057742521,0.0050341053317983784
0034: Insurance and financial services  (% of service imports; BoP) - WDI,7.6497347240815765,0.0057520922374663082
1377: Travel services  (% of commercial service imports) - WDI,7.0265878046832642,0.0081206691969480296
0740: Manufacturing; value added  (annual % growth) - WDI,6.9932514306948708,0.0082725173530088878
0831: GNI per capita  (current LCU) - WDI,6.6800230998258048,0.0098495832067450172
0809: GDP per capita  (current LCU) - WDI,6.587880001695984,0.01036990871826452
0841: Net income from abroad  (current US$) - WDI,6.510824994305966,0.010826662926169597
0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,6.5065790772862142,0.010852423839770097
2774: Merchandise trade-Imports-Total merchandise (Unit value index - Prev. year = 100) - WTO,6.2384968405467394,0.012613392226910372
2771: Merchandise trade-Exports-Total merchandise (Unit value index - Prev. year = 100) - WTO,6.2006435418527976,0.012884733576430697
0099: Net bilateral aid flows from DAC donors; Greece  (current US$) - WDI,6.083825504036307,0.013760620953900978
0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI,5.9513003538768343,0.014828913437810343
1153: Employment to population ratio; 15+; total (%)  (national estimate) - WDI,5.9250712449621359,0.015050287795948875
1202: Labor force participation rate for ages 15-24; female (%)  (modeled ILO estimate) - WDI,5.9083240107297739,0.015193414720876611
0130: PNG; bonds  (AMT; current US$) - WDI,5.7626626360028022,0.016499077608821609
2776: Merchandise trade-Imports-Total merchandise (Volume index - Previous year = 100) - WTO,5.6939239309334049,0.017154932476875495
0132: PPG; other private creditors  (AMT; current US$) - WDI,5.6861806328529747,0.017230482209608135
0121: Principal repayments on external debt; private nonguaranteed (PNG)  (AMT; current US$) - WDI,5.4647461164137558,0.019543037994319355
0763: Adjusted savings: carbon dioxide damage  (% of GNI) - WDI,5.3186055348952204,0.021243235660069956
0780: Adjusted net national income  (annual % growth) - WDI,5.1876328241541056,0.022897219715812312
1386: Ores and metals exports  (% of merchandise exports) - WDI,5.1082160043977147,0.023964695648566681
1238: Unemployment; youth total (% of total labor force ages 15-24)  (modeled ILO estimate) - WDI,5.07838310616172,0.024378931805405193
1025: Number of neonatal deaths - WDI,5.0196684200761696,0.025216073324797673
0052: Foreign direct investment; net  (BoP; current US$) - WDI,5.0159268794987577,0.02527042190149081
0811: GDP per capita growth  (annual %) - WDI,4.8399112313009258,0.027969959785095835
0131: PNG; commercial banks and other creditors  (AMT; current US$) - WDI,4.7403459957448533,0.029628396597933947
1357: Insurance and financial services  (% of commercial service imports) - WDI,4.6791149018997649,0.030698949042240017
0734: Agriculture; value added  (annual % growth) - WDI,4.6422826461991749,0.031362293869261662
0942: Secondary education; duration  (years) - WDI,4.6165327588926699,0.031834924159805787
0017: Forest area  (% of land area) - WDI,4.5963337632068093,0.032210874605169443
1204: Labor force participation rate for ages 15-24; male (%)  (modeled ILO estimate) - WDI,4.5521668534412889,0.03304917948089308
0840: Gross savings  (% of GDP) - WDI,4.5416820397216426,0.03325151516424521
1952: Number of neonatal deaths (thousands) - WHO,4.2860035434661574,0.038608948713529767
1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI,4.2652476283805045,0.039081865668462029
0815: Oil rents  (% of GDP) - WDI,4.2605776900027426,0.039189104470591818
0891: Primary school starting age  (years) - WDI,3.9163143190989733,0.048013763515388413
0896: Primary education; pupils - WDI,3.8454179625394582,0.050078537892983103
0807: Natural gas rents  (% of GDP) - WDI,3.8160930689884487,0.050959859596130856
0072: Foreign direct investment; net inflows  (% of GDP) - WDI,3.8009495005521408,0.051421393744900817
0812: GDP per capita  (constant LCU) - WDI,3.5576491878527743,0.059476841422579516
2772: Merchandise trade-Exports-Total merchandise (Value index - Previous year = 100) - WTO,3.4948005946729328,0.061768812502888071
0030: Trade in services  (% of GDP) - WDI,3.4560255490411005,0.063229683755401458
0899: School enrollment; primary  (% gross) - WDI,3.4259929654215107,0.064386502758363953
1379: Export volume index  (2000 = 100) - WDI,3.3482196133961373,0.067488633306502135
0045: Current account balance  (BoP; current US$) - WDI,3.2993815716675696,0.069518080600192059
1366: Merchandise imports from low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise imports) - WDI,3.2444171495083736,0.071880604678218482
1216: Labor force participation rate; total (% of total population ages 15+)  (national estimate) - WDI,3.1290343929841122,0.077125284878149278
0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI,3.0779067189703144,0.079579662175336796
1310: Rural population - WDI,2.9837404101366083,0.084323532928644501
1378: Net barter terms of trade index  (2000 = 100) - WDI,2.8975933457361975,0.088932179099396283
1259: Unemployment; total (% of total labor force)  (modeled ILO estimate) - WDI,2.5628531864231734,0.10962483005736846
0883: Preprimary education; duration  (years) - WDI,2.4690346355498791,0.11633341647269173
2773: Merchandise trade-Exports-Total merchandise (Volume index - Previous year = 100) - WTO,2.4198791218452151,0.12002842837983035
0901: School enrollment; primary; male  (% gross) - WDI,2.3936257768154419,0.12205501353094991
0719: Gross capital formation  (% of GDP) - WDI,2.3825972431421345,0.12291764282129965
1363: Merchandise imports from low- and middle-income economies outside region  (% of total merchandise imports) - WDI,2.2860461276193442,0.13076602076673305
0834: GNI per capita  (constant LCU) - WDI,2.2633065383679263,0.13269474403758341
0127: PPG; official creditors  (AMT; current US$) - WDI,2.2630605332503766,0.13271578274254786
1258: Unemployment; total (% of total labor force)  (national estimate) - WDI,2.2206327225907136,0.13640073466801744
0848: Net current transfers from abroad  (current LCU) - WDI,2.2094576022874395,0.13739029216216389
0129: PPG; commercial banks  (AMT; current US$) - WDI,2.1275606865426524,0.14489337807301014
0123: PPG; IBRD  (AMT; current US$) - WDI,2.0676853617549189,0.15067144563806206
0133: PPG; private creditors  (AMT; current US$) - WDI,2.0191802640439516,0.15554392456911786
0712: Changes in inventories  (current LCU) - WDI,1.9967081324451386,0.15786179650074628
0723: Imports of goods and services  (annual % growth) - WDI,1.9682516736221303,0.16085355784154434
0137: Principal forgiven  (current US$) - WDI,1.9587799801383745,0.16186366410291811
0125: PPG; multilateral  (AMT; current US$) - WDI,1.8728606202228186,0.17136565814110707
0783: Adjusted net national income per capita  (annual % growth) - WDI,1.7541765425118621,0.18556702331409347
0938: Lower secondary school starting age  (years) - WDI,1.7364751724179017,0.18779997461743717
0850: Terms of trade adjustment  (constant LCU) - WDI,1.5516473382332308,0.21309921444505109
0818: Gross domestic savings  (current LCU) - WDI,1.4849636491495455,0.22320322596345044
0118: IMF repurchases  (AMT; current US$) - WDI,1.4769917039145517,0.22444910212350005
0744: Industry; value added  (current LCU) - WDI,1.460123824223494,0.22711288981777533
0824: GNI  (current LCU) - WDI,1.4168626090948229,0.23412071822138936
1137: Employment to population ratio; ages 15-24; female (%)  (modeled ILO estimate) - WDI,1.3987492269122426,0.23713234950737017
0801: GDP  (current LCU) - WDI,1.3966143626362539,0.23749038971359035
0715: Gross capital formation  (current LCU) - WDI,1.3882750250995066,0.23889529269280382
0050: Net trade in goods  (BoP; current US$) - WDI,1.3751205417461352,0.24113198342944514
0755: Services; etc.; value added  (current LCU) - WDI,1.314141318982651,0.25184057935446091
