2704,score,p-value
0819: Gross domestic savings  (% of GDP) - WDI,84.540424980616862,1.3097500154066101e-19
0884: Pupil-teacher ratio; preprimary - WDI,83.286111615573745,2.3837513306810898e-19
1374: Computer; communications and other services  (% of commercial service imports) - WDI,83.156876814995314,2.5355473589271052e-19
0075: Secondary income receipts  (BoP; current US$) - WDI,81.260281695297294,6.2785229786262324e-19
0716: Gross capital formation  (constant 2005 US$) - WDI,80.42241003843931,9.3759653989057793e-19
0745: Industry; value added  (constant 2005 US$) - WDI,78.616853243508899,2.2270067237690009e-18
1209: Labor force participation rate; total (% of total population ages 15-64)  (modeled ILO estimate) - WDI,76.915629196037528,5.037657446811671e-18
2793: Balance of Payments-Exports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,76.485729344940509,6.1928684188895755e-18
1266: Refugee population by country or territory of origin - WDI,76.434951402851212,6.3457741207683146e-18
1327: Merchandise trade  (% of GDP) - WDI,75.799575760271509,8.6112832927006393e-18
0973: Secondary education; teachers  (% female) - WDI,74.926295410305812,1.3104169595906759e-17
0074: Portfolio equity; net inflows  (BoP; current US$) - WDI,74.665343697987623,1.4856700300733045e-17
0765: Adjusted savings: net forest depletion  (% of GNI) - WDI,74.250668645743914,1.8137301927994088e-17
2799: Balance of Payments-Exports-Government goods and services n.i.e. (US dollar at current prices) - WTO,74.151067390508345,1.9027854809939815e-17
0089: Net bilateral aid flows from DAC donors; Canada  (current US$) - WDI,74.016322929183531,2.0302749713098893e-17
0031: Communications; computer; etc.  (% of service imports; BoP) - WDI,73.947268416393527,2.0988928041111627e-17
1369: Merchandise imports from low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise imports) - WDI,72.303071727434201,4.6339201228128283e-17
1359: Ores and metals imports  (% of merchandise imports) - WDI,71.682817868341942,6.2492499930927437e-17
0027: Livestock production index  (2004-2006 = 100) - WDI,70.862652590590173,9.2826963317905545e-17
2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,69.767537061175801,1.5751397838189698e-16
1094: Newborns protected against tetanus  (%) - WDI,69.767169198968901,1.5754197214614286e-16
2722: Merchandise trade-Exports-Fuels and mining products (US dollar at current prices) - WTO,69.023083716190712,2.257121380791508e-16
1207: Labor force participation rate; female (% of female population ages 15-64)  (modeled ILO estimate) - WDI,68.853722299104035,2.4496968260365546e-16
0785: Adjusted net savings; including particulate emission damage  (% of GNI) - WDI,68.712466776018047,2.6228469652416569e-16
0030: Trade in services  (% of GDP) - WDI,68.678438997704959,2.6663588469042656e-16
0025: Crop production index  (2004-2006 = 100) - WDI,68.625432656992402,2.7355840357006787e-16
0817: Gross domestic savings  (current US$) - WDI,67.618488869783832,4.4525513825034817e-16
0895: Primary education; duration  (years) - WDI,65.995963051481269,9.77005282393257e-16
0135: Principal arrears; official creditors  (current US$) - WDI,65.917456397852931,1.0148988297140304e-15
0757: Services; etc.; value added  (annual % growth) - WDI,65.52555412871456,1.2272595866900832e-15
0005: Agricultural land  (% of land area) - WDI,65.434701938770345,1.2825348514359366e-15
1365: Merchandise imports from low- and middle-income economies in Europe & Central Asia  (% of total merchandise imports) - WDI,65.071376100009161,1.529671716999378e-15
0837: Gross savings  (current US$) - WDI,64.970033554284001,1.606752368432678e-15
0743: Industry; value added  (current US$) - WDI,64.938907690260507,1.6311988026844788e-15
1212: Ratio of female to male labor force participation rate (%)  (national estimate) - WDI,64.422453988729941,2.0957811383847672e-15
1378: Net barter terms of trade index  (2000 = 100) - WDI,64.259408496087119,2.2683870050606298e-15
0714: Gross capital formation  (current US$) - WDI,61.934432763816453,7.0209153044038268e-15
0096: Net bilateral aid flows from DAC donors; Finland  (current US$) - WDI,61.670496075498214,7.9829333138105704e-15
0113: Net bilateral aid flows from DAC donors; Sweden  (current US$) - WDI,61.313388982444337,9.4981588516223799e-15
0134: Principal arrears; long-term DOD  (US$) - WDI,60.768886941456195,1.2381451489232653e-14
1395: Merchandise exports to low- and middle-income economies in South Asia  (% of total merchandise exports) - WDI,60.219414248430262,1.6181315683781919e-14
1097: Out-of-pocket health expenditure  (% of private expenditure on health) - WDI,60.125096836814713,1.6942320838862204e-14
1349: Tariff rate; most favored nation; simple mean; primary products  (%) - WDI,60.086298051151928,1.7265686691954059e-14
0115: Net bilateral aid flows from DAC donors; United States  (current US$) - WDI,59.200117439446998,2.6595423834350899e-14
0114: Net bilateral aid flows from DAC donors; Total  (current US$) - WDI,59.068725723387693,2.8355586256770796e-14
0149: Currency composition of PPG debt; Japanese yen  (%) - WDI,58.593759500012375,3.5749996020069423e-14
0058: Technical cooperation grants  (BoP; current US$) - WDI,58.382883523530765,3.9625213063961727e-14
1372: Merchandise imports from low- and middle-income economies within region  (% of total merchandise imports) - WDI,58.207468759836352,4.3167606995699385e-14
0737: Manufacturing; value added  (current US$) - WDI,58.088204424443617,4.5755625595909445e-14
0164: IDA grants  (current US$) - WDI,58.039735756466001,4.6851304427475327e-14
0152: Currency composition of PPG debt; SDR  (%) - WDI,56.946909734784974,7.9904052483569622e-14
0815: Oil rents  (% of GDP) - WDI,56.069744588165051,1.2269858195693836e-13
0771: Adjusted savings: energy depletion  (% of GNI) - WDI,55.846852153724868,1.3683502014156574e-13
0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,54.47380357783711,2.6801298422097335e-13
1152: Employment to population ratio; 15+; male (%)  (modeled ILO estimate) - WDI,54.244939904509963,2.9981877492699306e-13
1049: Number of maternal deaths - WDI,54.012133099550603,3.3605650042441906e-13
0177: Concessional debt  (% of total external debt) - WDI,53.41618470643877,4.5010496895627055e-13
1149: Employment to population ratio; 15+; female (%)  (national estimate) - WDI,52.903486285351718,5.7882700968641074e-13
0034: Insurance and financial services  (% of service imports; BoP) - WDI,52.885482613883994,5.8396343936750304e-13
1358: Manufactures imports  (% of merchandise imports) - WDI,52.578864951412285,6.7879948138349354e-13
2815: Balance of Payments-Imports-Insurance and pension services (US dollar at current prices) - WTO,52.40647311938563,7.3874729932742756e-13
0150: Currency composition of PPG debt; Multiple currencies  (%) - WDI,51.902393122556298,9.4624616438140063e-13
1397: Merchandise exports by the reporting economy; residual  (% of total merchandise exports) - WDI,51.676640742946972,1.0572304882347016e-12
0787: Adjusted net savings; excluding particulate emission damage  (% of GNI) - WDI,51.508828988980078,1.1481020497073038e-12
0094: Net bilateral aid flows from DAC donors; Denmark  (current US$) - WDI,50.928822116561157,1.5268658945212078e-12
0248: Interest arrears; official creditors  (current US$) - WDI,50.717047822066796,1.6944516508333633e-12
0224: Average interest on new external debt commitments; private  (%) - WDI,49.558344291511915,2.9968746718006142e-12
1368: Merchandise imports from low- and middle-income economies in South Asia  (% of total merchandise imports) - WDI,49.302307881820788,3.3996144291403674e-12
0851: DEC alternative conversion factor  (LCU per US$) - WDI,49.045769359360236,3.8575630804903844e-12
1399: Merchandise exports to low- and middle-income economies within region  (% of total merchandise exports) - WDI,48.40861699360844,5.2806711140966042e-12
0042: Foreign direct investment; net outflows  (% of GDP) - WDI,48.016671492319844,6.4065970213185904e-12
0246: Interest arrears; long-term DOD  (US$) - WDI,47.676357298668634,7.5776969657375487e-12
0891: Primary school starting age  (years) - WDI,47.575111418508534,7.9658773003503086e-12
1357: Insurance and financial services  (% of commercial service imports) - WDI,47.230621135705469,9.4422108751177045e-12
1406: Travel services  (% of commercial service exports) - WDI,46.917889499573562,1.1018703691596671e-11
2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,46.77740741053222,1.1810289988085693e-11
0725: Imports of goods and services  (% of GDP) - WDI,46.549357393923579,1.3218487676752675e-11
1396: Merchandise exports to low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise exports) - WDI,46.509633228919647,1.348045785206999e-11
0048: Net primary income  (BoP; current US$) - WDI,46.338361335409623,1.4670858947021057e-11
1210: Labor force participation rate; female (% of female population ages 15+)  (national estimate) - WDI,46.238821016357257,1.5410535970708194e-11
0098: Net bilateral aid flows from DAC donors; United Kingdom  (current US$) - WDI,45.715757385136392,1.9957702117987711e-11
0803: GDP growth  (annual %) - WDI,44.642966699895624,3.3933348428636347e-11
0106: Net bilateral aid flows from DAC donors; Netherlands  (current US$) - WDI,44.568097584257963,3.5214757456842689e-11
0083: Stocks traded; total value  (current US$) - WDI,44.209965136507357,4.2048220441248117e-11
0791: GDP deflator  (base year varies by country) - WDI,41.689077327835626,1.4683167662097533e-10
2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,41.616689281631359,1.5220825905385232e-10
0829: GNI; PPP  (constant 2011 international $) - WDI,41.360014441808154,1.7291371490141846e-10
0828: GNI; PPP  (current international $) - WDI,41.020631629296822,2.0468960092518442e-10
0256: Average maturity on new external debt commitments; private  (years) - WDI,40.899298233730683,2.1741861371915279e-10
1279: Death rate; crude  (per 1;000 people) - WDI,40.863172942722379,2.2135963559464688e-10
0806: GDP; PPP  (constant 2011 international $) - WDI,40.630612939103436,2.4850260768046879e-10
1367: Merchandise imports from low- and middle-income economies in Middle East & North Africa  (% of total merchandise imports) - WDI,40.490772683743046,2.6640544509936465e-10
0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI,40.478180729151063,2.680796291331957e-10
0805: GDP; PPP  (current international $) - WDI,40.33901444208027,2.873002452662518e-10
0853: PPP conversion factor; GDP  (LCU per international $) - WDI,40.245950050948345,3.0091857562394336e-10
0221: Average grant element on new external debt commitments; private  (%) - WDI,40.088280451952443,3.2548406100587105e-10
1900: Fixed-broadband subscriptions - ITU,40.077708363858562,3.2720139883734326e-10
1360: Merchandise imports from economies in the Arab World  (% of total merchandise imports) - WDI,39.78990122755647,3.7761006815641625e-10
1023: Number of under-five deaths - WDI,39.263025060116462,4.9093128481471507e-10
1301: Population growth  (annual %) - WDI,39.038125582491325,5.4915570837327065e-10
2776: Merchandise trade-Imports-Total merchandise (Volume index - Previous year = 100) - WTO,37.94771424402942,9.4600060552074075e-10
0841: Net income from abroad  (current US$) - WDI,37.776517894807526,1.0303977795527984e-09
2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,36.56411766323766,1.8883427363534726e-09
0104: Net bilateral aid flows from DAC donors; Korea; Rep.  (current US$) - WDI,36.131627799157876,2.3443882746413414e-09
1021: Number of infant deaths - WDI,35.606503292381852,3.0491293006545257e-09
0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,35.129989342841242,3.8710395103723194e-09
0100: Net bilateral aid flows from DAC donors; Ireland  (current US$) - WDI,35.056405953605605,4.0164253133078555e-09
0072: Foreign direct investment; net inflows  (% of GDP) - WDI,35.020915505597692,4.0884922293860335e-09
1100: Health expenditure; private  (% of GDP) - WDI,34.82771774518028,4.5041612504695725e-09
0769: Adjusted savings: mineral depletion  (% of GNI) - WDI,34.669092794897757,4.8769498426522425e-09
0166: PPG; IDA  (DIS; current US$) - WDI,34.661418442055414,4.8957504865165684e-09
0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,34.195172979687555,6.1854646300063759e-09
0052: Foreign direct investment; net  (BoP; current US$) - WDI,33.969023418211918,6.9287449704231614e-09
2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO,33.274506018564246,9.8198461931257372e-09
1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,33.150660501643678,1.0450266929962575e-08
1026: Women's share of population ages 15+ living with HIV  (%) - WDI,32.710968243107807,1.303488523842473e-08
0799: Mineral rents  (% of GDP) - WDI,31.552604354619749,2.3349216598936801e-08
0933: Children out of school; primary; female - WDI,31.540104457609022,2.3496690253648025e-08
2814: Balance of Payments-Imports-Construction (US dollar at current prices) - WTO,30.630285292507256,3.7168656796606855e-08
0136: Principal arrears; private creditors  (current US$) - WDI,30.111147267165205,4.8300663968486949e-08
0932: Children out of school; primary - WDI,29.915173917130147,5.3324717126433056e-08
2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO,29.762803101497006,5.7590648454388736e-08
1255: Unemployment; female (% of female labor force)  (modeled ILO estimate) - WDI,29.493792241525473,6.5975366836485691e-08
0143: Commitments; IDA  (COM; current US$) - WDI,29.46922988243411,6.6799457245218717e-08
0153: Currency composition of PPG debt; Swiss franc  (%) - WDI,28.902868790637317,8.8949655270875292e-08
0107: Net bilateral aid flows from DAC donors; Norway  (current US$) - WDI,28.82148222486255,9.2688627826491089e-08
0060: ICT service exports  (% of service exports; BoP) - WDI,28.101101415937482,1.3348073321410834e-07
1387: Merchandise exports to economies in the Arab World  (% of total merchandise exports) - WDI,28.036802755116522,1.3790051755443082e-07
1771: Primary energy supply - TOT (TOE_1000USD) - OECD,27.944895962346632,1.4447426948140501e-07
0270: Net financial flows; IDA  (NFL; current US$) - WDI,27.64826655082944,1.6791452794128205e-07
1214: Labor force participation rate; male (% of male population ages 15+)  (national estimate) - WDI,27.626435131096507,1.697834912308806e-07
0826: GNI growth  (annual %) - WDI,27.419501741254685,1.8856922089875186e-07
0746: Industry; value added  (annual % growth) - WDI,27.219037984804224,2.0875540940768884e-07
1401: Computer; communications and other services  (% of commercial service exports) - WDI,27.15592943891868,2.155487101135458e-07
0811: GDP per capita growth  (annual %) - WDI,26.011279484122134,3.8555563636468063e-07
1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI,25.817407501473166,4.2551573611157838e-07
0178: PPG; bilateral  (DOD; current US$) - WDI,25.406357781217149,5.245362158502721e-07
0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI,25.289497184495286,5.5669889342568478e-07
0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI,25.285534813406446,5.5782346909387485e-07
1039: Antiretroviral therapy coverage  (% of people living with HIV) - WDI,25.17766763652368,5.8932962410540447e-07
1202: Labor force participation rate for ages 15-24; female (%)  (modeled ILO estimate) - WDI,25.10145332427037,6.1266196615499853e-07
0154: Currency composition of PPG debt; Pound sterling  (%) - WDI,25.087700285035886,6.1697007541424332e-07
1254: Unemployment; female (% of female labor force)  (national estimate) - WDI,24.752219615376408,7.3202099612515851e-07
0070: Travel services  (% of service exports; BoP) - WDI,24.704128192312307,7.5019280441912797e-07
1025: Number of neonatal deaths - WDI,24.702779375557114,7.5070894604159897e-07
1952: Number of neonatal deaths (thousands) - WHO,24.607173292618484,7.882170120134294e-07
0095: Net bilateral aid flows from DAC donors; Spain  (current US$) - WDI,24.326599190636447,9.0951523818569031e-07
0157: PPG; bilateral  (DIS; current US$) - WDI,23.613842205439379,1.3088687619845246e-06
1231: Labor force; female  (% of total labor force) - WDI,23.43379514757731,1.4350547609417361e-06
0168: PPG; multilateral concessional  (DIS; current US$) - WDI,23.101755795386286,1.7006961526499884e-06
0935: Children out of school; primary; male - WDI,22.874919630799379,1.9100607941979995e-06
0249: Interest arrears; private creditors  (current US$) - WDI,22.733743309712178,2.0532442799363719e-06
2807: Balance of Payments-Imports-Government goods and services n.i.e. (US dollar at current prices) - WTO,22.593152566552913,2.2065511008099526e-06
0182: External debt stocks  (% of exports of goods; services and primary income) - WDI,22.139270330576306,2.7844978919106094e-06
0010: Permanent cropland  (% of land area) - WDI,22.037383831066492,2.9338741045407476e-06
0179: PPG; bilateral concessional  (DOD; current US$) - WDI,22.018166054179993,2.9629391639256934e-06
0176: External debt stocks; concessional  (DOD; current US$) - WDI,21.878471901923174,3.1830920825643187e-06
1400: Export value index  (2000 = 100) - WDI,21.693581366009379,3.4999551881676719e-06
1381: Food exports  (% of merchandise exports) - WDI,21.44980313809868,3.9667130190630578e-06
0092: Net bilateral aid flows from DAC donors; Czech Republic  (current US$) - WDI,21.058801323914572,4.849561553309698e-06
0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI,20.942341858482362,5.1488823589211243e-06
1394: Merchandise exports to low- and middle-income economies in Middle East & North Africa  (% of total merchandise exports) - WDI,20.639187526841638,6.0180697545057128e-06
0225: PPG; bilateral  (INT; current US$) - WDI,20.533845533409547,6.3534549469315144e-06
0742: Manufacturing; value added  (% of GDP) - WDI,20.339230108819141,7.0232803163310589e-06
0981: Tertiary education; academic staff  (% female) - WDI,20.094534208842713,7.9671648499723604e-06
0236: PPG; IDA  (INT; current US$) - WDI,19.9499515327634,8.5837878276125995e-06
0088: Net bilateral aid flows from DAC donors; Belgium  (current US$) - WDI,19.818101782671835,9.1878554472912273e-06
0158: PPG; bilateral concessional  (DIS; current US$) - WDI,19.730789937081379,9.6112192308309326e-06
1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (% of total merchandise imports) - WDI,19.479326845970274,1.0943381454698388e-05
0093: Net bilateral aid flows from DAC donors; Germany  (current US$) - WDI,19.154270924533019,1.2944410495793969e-05
0053: Portfolio Investment; net  (BoP; current US$) - WDI,19.113712721451574,1.3218642424998345e-05
2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO,18.838633191546478,1.5239324007381108e-05
1091: Tuberculosis treatment success rate  (% of new cases) - WDI,18.672727321535184,1.660542728793757e-05
0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI,18.537970680424884,1.7805240597633372e-05
0833: GNI per capita growth  (annual %) - WDI,18.106456872957029,2.2266429212794175e-05
0772: Adjusted savings: particulate emission damage  (current US$) - WDI,17.728208188857696,2.7094127803449151e-05
0839: Gross savings  (% of GNI) - WDI,17.477567898763102,3.0860650794307183e-05
0775: Adjusted savings: gross savings  (% of GNI) - WDI,17.477501720438944,3.0861711878095231e-05
1382: Fuel exports  (% of merchandise exports) - WDI,17.355944095574081,3.2874044360109523e-05
0740: Manufacturing; value added  (annual % growth) - WDI,17.198131828170556,3.5684926006501505e-05
1783: Renewable energy - TOT (KTOE) - OECD,16.906899837302372,4.1523187794553388e-05
1770: Primary energy supply - TOT (MLN_TOE) - OECD,16.906870888605184,4.1523813516345057e-05
0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,16.904783312399072,4.1568961197725057e-05
0117: PPG; bilateral concessional  (AMT; current US$) - WDI,16.830009648188501,4.3219083739757764e-05
0116: PPG; bilateral  (AMT; current US$) - WDI,16.209103674452134,5.9735946909854255e-05
1137: Employment to population ratio; ages 15-24; female (%)  (modeled ILO estimate) - WDI,16.078269586905819,6.3957906016836287e-05
0717: Gross capital formation  (annual % growth) - WDI,16.034167020927192,6.5447791055402645e-05
2771: Merchandise trade-Exports-Total merchandise (Unit value index - Prev. year = 100) - WTO,16.007256301775271,6.6374018604096682e-05
0091: Net bilateral aid flows from DAC donors; Switzerland  (current US$) - WDI,15.973327156552672,6.7560651320433321e-05
0780: Adjusted net national income  (annual % growth) - WDI,15.956642120515003,6.8152005633476549e-05
1897: Fixed-telephone subscriptions - ITU,15.653442844637748,7.9854200787178304e-05
0102: Net bilateral aid flows from DAC donors; Italy  (current US$) - WDI,15.439076399889583,8.9331070902927168e-05
1380: Agricultural raw materials exports  (% of merchandise exports) - WDI,15.140459702290372,0.0001044523472776116
0076: Personal transfers; receipts  (BoP; current US$) - WDI,14.33944277727994,0.00015904190956983957
0040: Travel services  (% of service imports; BoP) - WDI,14.282993369767881,0.00016383363307000788
0809: GDP per capita  (current LCU) - WDI,13.722046621758309,0.00022013366757322848
0126: PPG; multilateral concessional  (AMT; current US$) - WDI,13.660417324498539,0.00022740543320714666
0127: PPG; official creditors  (AMT; current US$) - WDI,13.451979904325249,0.00025384464963365165
1170: Employment in industry  (% of total employment) - WDI,13.383866447245289,0.00026314060116915426
0938: Lower secondary school starting age  (years) - WDI,13.022602041260736,0.00031850880848152463
0831: GNI per capita  (current LCU) - WDI,12.82488641456764,0.00035365054926863373
0723: Imports of goods and services  (annual % growth) - WDI,12.81475286552037,0.00035555369457466627
0783: Adjusted net national income per capita  (annual % growth) - WDI,12.629405277599457,0.00039224705541456614
1432: Air and GHG emissions - CO2 (MLN_TONNE) - OECD,12.380504071329309,0.00044761707010660697
0764: Adjusted savings: net forest depletion  (current US$) - WDI,11.918758013978303,0.0005721417264588555
1139: Employment to population ratio; ages 15-24; male (%)  (modeled ILO estimate) - WDI,11.75905621136752,0.00062292812421847798
1326: International tourism; expenditures  (% of total imports) - WDI,11.272680545437952,0.00080750009706155145
0105: Net bilateral aid flows from DAC donors; Luxembourg  (current US$) - WDI,11.01244888090396,0.00092808235796755512
0762: Adjusted savings: carbon dioxide damage  (current US$) - WDI,10.00945095092923,0.001590610853106031
0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI,9.7478726709932495,0.0018317672450453681
1204: Labor force participation rate for ages 15-24; male (%)  (modeled ILO estimate) - WDI,9.5931914480664204,0.001991512948762954
1259: Unemployment; total (% of total labor force)  (modeled ILO estimate) - WDI,9.5772494182180026,0.0020087610240919142
1208: Labor force participation rate; male (% of male population ages 15-64)  (modeled ILO estimate) - WDI,9.4616605380037395,0.0021384418931727437
1310: Rural population - WDI,9.2434696662521709,0.0024068857178877888
0087: Net bilateral aid flows from DAC donors; Austria  (current US$) - WDI,9.1233767726142787,0.0025690020768959782
0734: Agriculture; value added  (annual % growth) - WDI,9.0891443162708772,0.0026172151693528551
1153: Employment to population ratio; 15+; total (%)  (national estimate) - WDI,8.9507209501539862,0.0028217398310390841
0125: PPG; multilateral  (AMT; current US$) - WDI,8.9343871433304258,0.0028469221682292821
0807: Natural gas rents  (% of GDP) - WDI,8.8412043051434797,0.0029950205515154472
0900: School enrollment; primary; female  (% gross) - WDI,8.7827182228576408,0.0030919540959945622
1379: Export volume index  (2000 = 100) - WDI,8.7507911017555564,0.003146210023853901
1377: Travel services  (% of commercial service imports) - WDI,8.6409698229331156,0.0033403459017153341
1037: Prevalence of HIV; female  (% ages 15-24) - WDI,8.4619224445102752,0.0036833774275593389
0732: Agriculture; value added  (current LCU) - WDI,8.4178493206563161,0.0037731856830077837
1027: Prevalence of HIV; total  (% of population ages 15-49) - WDI,8.3133912084639174,0.0039950553371515748
0099: Net bilateral aid flows from DAC donors; Greece  (current US$) - WDI,8.1645857111755706,0.0043342962627433042
0124: PPG; IDA  (AMT; current US$) - WDI,8.099916309056086,0.0044907465606323126
1216: Labor force participation rate; total (% of total population ages 15+)  (national estimate) - WDI,8.0714324218549791,0.0045614707308787965
0056: Net capital account  (BoP; current US$) - WDI,7.6939514235242639,0.0056136091710488013
0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,7.6047240709773911,0.0058966478243616368
0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI,7.5382936440807322,0.0061168067080652503
1234: Unemployment; youth female (% of female labor force ages 15-24)  (modeled ILO estimate) - WDI,7.3060847855380597,0.0069546130738350077
1237: Unemployment; youth total (% of total labor force ages 15-24)  (national estimate) - WDI,7.2616938730187002,0.0071276868402607987
0896: Primary education; pupils - WDI,7.069316216826957,0.007930204821871633
1217: Labor force participation rate; total (% of total population ages 15+)  (modeled ILO estimate) - WDI,7.0227219017124431,0.0081381311719188124
0744: Industry; value added  (current LCU) - WDI,6.7655732918895897,0.009390468222598149
0131: PNG; commercial banks and other creditors  (AMT; current US$) - WDI,6.6778161934595053,0.0098617269125804586
0721: Imports of goods and services  (current LCU) - WDI,6.6708019359044242,0.0099004256174768657
0735: Agriculture; value added  (constant LCU) - WDI,6.5878035991959933,0.010370351668677693
0121: Principal repayments on external debt; private nonguaranteed (PNG)  (AMT; current US$) - WDI,6.5751651754886522,0.010443892095946599
1038: Prevalence of HIV; male  (% ages 15-24) - WDI,6.4475224796447339,0.011217332880849673
0812: GDP per capita  (constant LCU) - WDI,6.3973403590922402,0.011537305628268364
0715: Gross capital formation  (current LCU) - WDI,6.3682794342626936,0.011726879156105792
0129: PPG; commercial banks  (AMT; current US$) - WDI,6.3403633189847062,0.011912000708412964
0901: School enrollment; primary; male  (% gross) - WDI,6.3074392136525415,0.012134198994935575
0133: PPG; private creditors  (AMT; current US$) - WDI,6.2857168433018016,0.012283128686563635
0801: GDP  (current LCU) - WDI,6.2369394790505073,0.012624438957043091
0818: Gross domestic savings  (current LCU) - WDI,6.2316391487390197,0.012662110084593215
0824: GNI  (current LCU) - WDI,6.1528726913365048,0.013235762513617905
0712: Changes in inventories  (current LCU) - WDI,6.0111630664121893,0.014336153215606797
0842: Net income from abroad  (current LCU) - WDI,5.9633870124839623,0.014728034251222381
0777: Adjusted savings: net national savings  (% of GNI) - WDI,5.8891925965846532,0.015358636478926865
2751: Merchandise trade-Exports-Clothing (US dollar at current prices) - WTO,5.7572725039100821,0.016549558032633332
0789: Coal rents  (% of GDP) - WDI,5.5757866791402684,0.018345756835377015
1305: Population; female  (% of total) - WDI,5.5319524964279658,0.018809062484569476
0834: GNI per capita  (constant LCU) - WDI,5.4090761241018193,0.020173446516542445
1258: Unemployment; total (% of total labor force)  (national estimate) - WDI,5.1580730402022441,0.023288658478054797
0137: Principal forgiven  (current US$) - WDI,5.1446807770953633,0.023468282747079208
0090: Net bilateral aid flows from DAC donors; European Union institutions  (current US$) - WDI,5.1110246866655897,0.023926074897456732
1151: Employment to population ratio; 15+; male (%)  (national estimate) - WDI,5.070957484733511,0.024483189713346804
0755: Services; etc.; value added  (current LCU) - WDI,5.0391800269329643,0.024934615587973861
0718: Gross capital formation  (constant LCU) - WDI,4.9397312735966601,0.026404122946640306
0747: Industry; value added  (constant LCU) - WDI,4.901202563126402,0.026997405537646992
0848: Net current transfers from abroad  (current LCU) - WDI,4.8856835401185901,0.027240279403995454
0788: Exports as a capacity to import  (constant LCU) - WDI,4.6966266895000519,0.030388716916139653
0724: Imports of goods and services  (constant LCU) - WDI,4.58127312815287,0.032494205561779385
1366: Merchandise imports from low- and middle-income economies in Latin America & the Caribbean  (% of total merchandise imports) - WDI,4.5074506786380288,0.033921178925229487
1334: Share of tariff lines with specific rates; manufactured products  (%) - WDI,4.3605820816809215,0.036958658758077745
0804: GDP  (constant LCU) - WDI,4.3179764049542948,0.037892174581250937
0123: PPG; IBRD  (AMT; current US$) - WDI,4.2491029109355845,0.039453921791288322
1236: Unemployment; youth male (% of male labor force ages 15-24)  (modeled ILO estimate) - WDI,4.1773451514471081,0.041153177380438596
0821: Gross domestic income  (constant LCU) - WDI,4.1767399341661191,0.041167832007409574
0738: Manufacturing; value added  (current LCU) - WDI,4.1648984284585717,0.041455666967827674
0132: PPG; other private creditors  (AMT; current US$) - WDI,4.1469477761233717,0.041896041861965765
0768: Adjusted savings: mineral depletion  (current US$) - WDI,4.0688605430925344,0.043869797826687637
0046: Current account balance  (% of GDP) - WDI,4.0067327502184718,0.045510052631033908
0827: GNI  (constant LCU) - WDI,3.945172024777015,0.047199253243558649
0017: Forest area  (% of land area) - WDI,3.83288110077569,0.050453327032551079
1355: Fuel imports  (% of merchandise imports) - WDI,3.6787298058599291,0.055312467610839459
0850: Terms of trade adjustment  (constant LCU) - WDI,3.6760659063506633,0.055400677542771511
2774: Merchandise trade-Imports-Total merchandise (Unit value index - Prev. year = 100) - WTO,3.6723243404079993,0.055524824608183511
0914: School enrollment; primary; private  (% of total primary) - WDI,3.5552711160789756,0.059561896185789893
0776: Adjusted savings: net national savings  (current US$) - WDI,3.5388483389226222,0.060152824429099083
0128: PPG; bonds  (AMT; current US$) - WDI,3.5337864377684718,0.060336219193012582
1265: Refugee population by country or territory of asylum - WDI,3.3998721710716922,0.065411028059179033
0758: Services; etc.; value added  (constant LCU) - WDI,3.2932087019071612,0.069779209058731403
0073: Primary income on FDI; payments  (current US$) - WDI,3.210982817899434,0.073359736685759458
1390: Merchandise exports to low- and middle-income economies outside region  (% of total merchandise exports) - WDI,3.1062885276996273,0.078206971930678978
1206: Labor force participation rate for ages 15-24; total (%)  (modeled ILO estimate) - WDI,3.0853257038066961,0.079218351919548055
0024: Cereal production  (metric tons) - WDI,3.0653052676027892,0.080197442849952796
